row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
Cho vay ngắn hạn,Cho vay ngắn hạn,Cho vay ngắn hạn,Cho vay ngắn hạn,Cho vay ngắn hạn,,
Đỗ Thị Dương,Cho vay ngắn hạn > Đỗ Thị Dương,Đỗ Thị Dương,-,11.805.000.000,,11805000000.0
Dương Minh Hùng,Cho vay ngắn hạn > Dương Minh Hùng,Dương Minh Hùng,-,3.873.000.000,,3873000000.0
Phan Công Quynh,Cho vay ngắn hạn > Phan Công Quynh,Phan Công Quynh,-,9.000.000.000,,9000000000.0
Trần Thị Cương,Cho vay ngắn hạn > Trần Thị Cương,Trần Thị Cương,-,7.000.000.000,,7000000000.0
Trần Trung Hiếu,Cho vay ngắn hạn > Trần Trung Hiếu,Trần Trung Hiếu,-,9.000.000.000,,9000000000.0
Công ty Cổ phần Quốc tế Sài Gòn (*),Cho vay ngắn hạn > Công ty Cổ phần Quốc tế Sài Gòn (*),Công ty Cổ phần Quốc tế Sài Gòn (*),408.490.727.000,322.000.000.000,408490727000.0,322000000000.0
DNTN Du lịch Lữ hành & Đầu tư Xây dựng NHHTC,Cho vay ngắn hạn > DNTN Du lịch Lữ hành & Đầu tư Xây dựng NHHTC,DNTN Du lịch Lữ hành & Đầu tư Xây dựng NHHTC,6.972.000.000,4.980.000.000,6972000000.0,4980000000.0
Công ty Cổ phần Bamboo Capital,Cho vay ngắn hạn > Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,-,85.840.000.000,,85840000000.0
Nguyễn Thanh Lâm (**),Cho vay ngắn hạn > Nguyễn Thanh Lâm (**),Nguyễn Thanh Lâm (**),184.238.582.345,-,184238582345.0,
Các đối tượng khác,Cho vay ngắn hạn > Các đối tượng khác,Các đối tượng khác,-,105.701.554,,105701554.0
