row_label_raw,row_label_full,TÀI SẢN (tiếp theo),Mã số,Thuyết minh,31/12/2015 VND,01/01/2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__01/01/2015 VND
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,295.449.891.667,327.433.422.372,240.0,,295449891667.0,327433422372.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,18,295.449.891.667,327.433.422.372,242.0,18.0,295449891667.0,327433422372.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,774.140.998.437,503.129.197.321,250.0,,774140998437.0,503129197321.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,7c,741.120.212.500,415.259.980.000,251.0,,741120212500.0,415259980000.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,7c,28.900.766.000,28.900.766.000,252.0,,28900766000.0,28900766000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,7c,15.751.500.000,62.017.800.000,253.0,,15751500000.0,62017800000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,7c,(13.031.480.063),(7.449.348.679),254.0,,-13031480063.0,-7449348679.0
5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,255,7b,1.400.000.000,4.400.000.000,255.0,,1400000000.0,4400000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,1.142.441.658,2.648.099.682,260.0,,1142441658.0,2648099682.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,14b,1.142.441.658,2.648.099.682,261.0,,1142441658.0,2648099682.0
2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,3.999.638.337.874,2.982.801.688.577,270.0,,3999638337874.0,2982801688577.0
