row_label_raw,row_label_full,col_0,Số đầu kỳ,Số phải nộp trong kỳ,Số thực nộp trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Số phải nộp trong kỳ,numeric__Số thực nộp trong kỳ,numeric__Số cuối kỳ
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.731.975.973,1.399.643.411,3.594.927.531,536.691.853,2731975973.0,1399643411.0,3594927531.0,536691853.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,12.939.170.847,9.402.206.912,13.112.826.414,9.228.551.345,12939170847.0,9402206912.0,13112826414.0,9228551345.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.288.179.573,76.392.991,1.196.024.061,168.548.503,1288179573.0,76392991.0,1196024061.0,168548503.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,494.109.000,410.109.000,84.000.000,,494109000.0,410109000.0,84000000.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",89.816.160,1.620.668.307,1.329.593.507,380.890.960,89816160.0,1620668307.0,1329593507.0,380890960.0
Các loại thuê khác,Các loại thuê khác,Các loại thuê khác,-,201.350.000,169.350.000,32.000.000,,201350000.0,169350000.0,32000000.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,499.555.800,652.283.920,545.943.520,605.896.200,499555800.0,652283920.0,545943520.0,605896200.0
Cộng,Cộng,Cộng,17.548.698.353,13.846.654.541,20.358.774.033,11.036.578.861,17548698353.0,13846654541.0,20358774033.0,11036578861.0
