row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2015 VND,01/01/2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__01/01/2015 VND
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,2.043.442.347.238,1.417.685.683.372,300.0,,2043442347238.0,1417685683372.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,527.651.451.578,572.194.833.319,310.0,,527651451578.0,572194833319.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,19,272.818.519.839,139.872.686.386,311.0,19.0,272818519839.0,139872686386.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,20,12.535.049.984,6.532.882.982,312.0,20.0,12535049984.0,6532882982.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,21,11.036.578.861,17.548.698.353,313.0,21.0,11036578861.0,17548698353.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,1.198.160.139,2.228.989.210,314.0,,1198160139.0,2228989210.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,22,8.576.081.430,17.382.008.317,315.0,22.0,8576081430.0,17382008317.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,23,81.818.182,61.363.634,318.0,23.0,81818182.0,61363634.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,24a,50.313.923.128,120.666.763.279,319.0,,50313923128.0,120666763279.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,25a,172.576.369.823,267.659.790.966,320.0,,172576369823.0,267659790966.0
