row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Dự phòng,01/01/2015 > Giá trị,01/01/2015 > Dự phòng,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Dự phòng
"Phải thu về cổ tức, lợi nhuận được chia","Phải thu về cổ tức, lợi nhuận được chia","Phải thu về cổ tức, lợi nhuận được chia",19.975.903.935,-,26.538.883.895,-,19975903935.0,,26538883895.0,
- Công ty TNHH Nông nghiệp DLGL,- Công ty TNHH Nông nghiệp DLGL,- Công ty TNHH Nông nghiệp DLGL,19.975.903.935,-,26.538.883.895,-,19975903935.0,,26538883895.0,
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,9.667.710.558,-,5.801.894.444,-,9667710558.0,,5801894444.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,60.167.606.415,(759.366.355),62.822.865.597,(28.517.408),60167606415.0,-759366355.0,62822865597.0,-28517408.0
- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,11.008.796.021,-,33.164.989.405,-,11008796021.0,,33164989405.0,
- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,2.010.037.883,-,3.173.340.001,-,2010037883.0,,3173340001.0,
- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,974.653.388,(759.366.355),974.653.388,-,974653388.0,-759366355.0,974653388.0,
- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,16.185.312.138,-,8.555.194.028,-,16185312138.0,,8555194028.0,
- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,- Công ty CP Quốc tế Sài Gòn,25.365.478.587,-,5.453.975.000,-,25365478587.0,,5453975000.0,
- Công ty Cổ phần Bamboo Capital,- Công ty Cổ phần Bamboo Capital,- Công ty Cổ phần Bamboo Capital,-,-,2.214.623.333,-,,,2214623333.0,
- Công ty CP Đầu tư XD Nam Nguyên,- Công ty CP Đầu tư XD Nam Nguyên,- Công ty CP Đầu tư XD Nam Nguyên,-,-,4.377.835.724,-,,,4377835724.0,
- Đỗ Thị Dương,- Đỗ Thị Dương,- Đỗ Thị Dương,-,-,1.506.637.916,-,,,1506637916.0,
- Dương Minh Hùng,- Dương Minh Hùng,- Dương Minh Hùng,-,-,788.796.556,-,,,788796556.0,
- Phan Công Quynh,- Phan Công Quynh,- Phan Công Quynh,-,-,907.194.444,-,,,907194444.0,
- Trần Thị Cương,- Trần Thị Cương,- Trần Thị Cương,-,-,712.250.000,-,,,712250000.0,
- Trần Trung Hiếu,- Trần Trung Hiếu,- Trần Trung Hiếu,-,-,892.375.000,-,,,892375000.0,
- Đỗ Thanh,- Đỗ Thanh,- Đỗ Thanh,-,-,101.000.802,(28.517.408),,,101000802.0,-28517408.0
- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,- Nguyễn Thanh Lâm,4.526.495.063,-,-,-,4526495063.0,,,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,96.833.335,-,-,-,96833335.0,,,
Tạm ứng,Tạm ứng,Tạm ứng,11.204.158.225,(67.479.236),15.433.614.152,(401.984.371),11204158225.0,-67479236.0,15433614152.0,-401984371.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.842.496.375,(1.161.588.032),-,-,1842496375.0,-1161588032.0,,
Cộng,Cộng,Cộng,102.857.875.508,(1.988.433.623),110.597.258.088,(430.501.779),102857875508.0,-1988433623.0,110597258088.0,-430501779.0
