row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu kỳ,Nguyên giá > Số đầu kỳ,Số đầu kỳ,52.568.231.270,256.340.000,52.824.571.270,52568231270.0,256340000.0,52824571270.0
Tăng trong kỳ,Nguyên giá > Tăng trong kỳ,Tăng trong kỳ,-,61.344.000,61.344.000,,61344000.0,61344000.0
Chuyển sang BDS đầu tư,Nguyên giá > Chuyển sang BDS đầu tư,Chuyển sang BDS đầu tư,9.063.000.000,-,9.063.000.000,9063000000.0,,9063000000.0
Số cuối kỳ,Nguyên giá > Số cuối kỳ,Số cuối kỳ,43.505.231.270,317.684.000,43.822.915.270,43505231270.0,317684000.0,43822915270.0
Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,Khấu hao,,,
Số đầu kỳ,Khấu hao > Số đầu kỳ,Số đầu kỳ,-,211.155.351,211.155.351,,211155351.0,211155351.0
Khấu hao trong kỳ,Khấu hao > Khấu hao trong kỳ,Khấu hao trong kỳ,-,28.520.492,28.520.492,,28520492.0,28520492.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,-,-,,,
Số cuối kỳ,Giảm trong kỳ > Số cuối kỳ,Số cuối kỳ,-,239.675.843,239.675.843,,239675843.0,239675843.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số đầu kỳ,Giá trị còn lại > Số đầu kỳ,Số đầu kỳ,52.568.231.270,45.184.649,52.613.415.919,52568231270.0,45184649.0,52613415919.0
Số cuối kỳ,Giá trị còn lại > Số cuối kỳ,Số cuối kỳ,43.505.231.270,78.008.157,43.583.239.427,43505231270.0,78008157.0,43583239427.0
