row_label_raw,row_label_full,Công ty CP Đầu tư Xây dựng Nam Nguyên,Mối quan hệ > Công ty nhận đầu tư,31/12/2015 > 11.127.846.159,01/01/2015 > 21.377.846.159,numeric__Mối quan hệ > Công ty nhận đầu tư,numeric__31/12/2015 > 11.127.846.159,numeric__01/01/2015 > 21.377.846.159
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty nhận đầu tư,6.704.486.043,20.675.525.038,,6704486043.0,20675525038.0
Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,Chung TV HĐQT,15.400.000.000,14.200.000.000,,15400000000.0,14200000000.0
Cộng,Cộng,Cộng,,33.232.332.202,56.253.371.197,,33232332202.0,56253371197.0
