row_label_raw,row_label_full,Tiền gửi kỳ hạn 3 tháng,31/12/2015,01/01/2015 > -,numeric__31/12/2015,numeric__01/01/2015 > -
- Ngân hàng TMCP Ngoại Thương VN - CN Gia Lai (*),- Ngân hàng TMCP Ngoại Thương VN - CN Gia Lai (*),- Ngân hàng TMCP Ngoại Thương VN - CN Gia Lai (*),10.487.695.034,-,10487695034.0,
- Ngân hàng TMCP Đầu tư & Phát triển VN - CN Gia Lai,- Ngân hàng TMCP Đầu tư & Phát triển VN - CN Gia Lai,- Ngân hàng TMCP Đầu tư & Phát triển VN - CN Gia Lai,30.000.000.000,-,30000000000.0,
Cộng,Cộng,Cộng,40.487.695.034,-,40487695034.0,
