row_label_raw,row_label_full,col_0,31/12/2015USD,01/01/2015USD,numeric__31/12/2015USD,numeric__01/01/2015USD
Tài sân tài chính,Tài sân tài chính,Tài sân tài chính,Tài sân tài chính,Tài sân tài chính,,
Tiền,Tài sân tài chính > Tiền,Tiền,"1.663,27","1.728,50",1663.27,1728.5
Phải thu khách hàng,Tài sân tài chính > Phải thu khách hàng,Phải thu khách hàng,"53.600,81","53.600,81",53600.81,53600.81
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,-,-,,
