row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2015,01/01/2015,numeric__Mối quan hệ,numeric__31/12/2015,numeric__01/01/2015
Cho vay,Cho vay,Cho vay,Cho vay,Cho vay,Cho vay,,,
Công ty Cổ phần Bamboo Capital,Cho vay > Công ty Cổ phần Bamboo Capital,Công ty Cổ phần Bamboo Capital,Chung TV ĐHQT,-,85.840.000.000,,,85840000000.0
Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Cho vay > Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Công ty con,65.441.054.300,149.175.000.000,,65441054300.0,149175000000.0
Công ty TNHH Đức Long Dung Quất,Cho vay > Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Chung cổ đông lớn có ảnh hưởng đáng kể,90.902.287.437,67.100.375.637,,90902287437.0,67100375637.0
Cho mượn,Cho mượn,Cho mượn,Cho mượn,Cho mượn,Cho mượn,,,
Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Cho mượn > Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Công ty CP Trồng rừng & Cây công nghiệp ĐLGL,Công ty con,19.166.199.026,32.469.212.286,,19166199026.0,32469212286.0
Công ty CP Đầu tư & Kinh doanh Bất động sản ĐLGL,Cho mượn > Công ty CP Đầu tư & Kinh doanh Bất động sản ĐLGL,Công ty CP Đầu tư & Kinh doanh Bất động sản ĐLGL,Công ty nhận đầu tư,6.000.069.541,2.058.061.482,,6000069541.0,2058061482.0
Công ty CP Đầu tư & Phát triển Điện năng ĐLGL,Cho mượn > Công ty CP Đầu tư & Phát triển Điện năng ĐLGL,Công ty CP Đầu tư & Phát triển Điện năng ĐLGL,Công ty nhận đầu tư,2.219.749.685,1.168.191.685,,2219749685.0,1168191685.0
Công ty Cổ phần Đức Long Đà Nẵng,Cho mượn > Công ty Cổ phần Đức Long Đà Nẵng,Công ty Cổ phần Đức Long Đà Nẵng,Công ty con,2.007.806.194,1.867.993.094,,2007806194.0,1867993094.0
Công ty TNHH KTKS Đức Sang Gia Lai,Cho mượn > Công ty TNHH KTKS Đức Sang Gia Lai,Công ty TNHH KTKS Đức Sang Gia Lai,Công ty nhận đầu tư,-,1.193.600.000,,,1193600000.0
Công ty CP Đầu tư Phát triển DV CTCC ĐLGL,Cho mượn > Công ty CP Đầu tư Phát triển DV CTCC ĐLGL,Công ty CP Đầu tư Phát triển DV CTCC ĐLGL,Công ty con,-,600.096.334,,,600096334.0
Công ty CP BOT & BT Đức Long Gia Lai,Cho mượn > Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty con,-,25.005.426,,,25005426.0
Công ty CP Đầu tư Xây dựng Nam Nguyên,Cho mượn > Công ty CP Đầu tư Xây dựng Nam Nguyên,Công ty CP Đầu tư Xây dựng Nam Nguyên,Công ty nhận đầu tư,-,199.919.392,,,199919392.0
Công ty CP Năng lượng Tân Thượng,Cho mượn > Công ty CP Năng lượng Tân Thượng,Công ty CP Năng lượng Tân Thượng,Công ty con,210.905.600,-,,210905600.0,
Công ty TNHH Nông nghiệp Đức Long Gia Lai,Cho mượn > Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty con,-,232.779.571,,,232779571.0
Công ty CP Xây dựng Giao thông Đức Long Gia Lai,Cho mượn > Công ty CP Xây dựng Giao thông Đức Long Gia Lai,Công ty CP Xây dựng Giao thông Đức Long Gia Lai,Công ty con,21.144.400,17.631.900,,21144400.0,17631900.0
Công ty TNHH Đức Long Dung Quất,Cho mượn > Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,"Chung cổ đông lớn, có ảnh hưởng đáng kể",1.400.244.431,2.580.244.431,,1400244431.0,2580244431.0
