row_label_raw,row_label_full,col_0,Số đầu kỳ,Tăng trong kỳ,Giảm trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Tăng trong kỳ,numeric__Giảm trong kỳ,numeric__Số cuối kỳ
Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,888.317.724.606,31.265.400.000,362.624.115.703,556.959.008.903,888317724606.0,31265400000.0,362624115703.0,556959008903.0
Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,Vay dài hạn- Ngân hàng TMCP Công thương ViệtNam - CN Gia Lai,61.783.000.000,-,2.000.000.000,59.783.000.000,61783000000.0,,2000000000.0,59783000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam- CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam- CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam- CN Gia Lai,535.250.938.477,8.844.000.000,357.768.180.903,186.326.757.574,535250938477.0,8844000000.0,357768180903.0,186326757574.0
- Ngân hàng TMCP Sài Gòn ThươngTín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn ThươngTín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn ThươngTín - CN Gia Lai,42.536.720.000,21.421.400.000,2.558.324.800,61.399.795.200,42536720000.0,21421400000.0,2558324800.0,61399795200.0
- Ngân hàng TMCP Sài Gòn ThươngTín - CN TP HCM,- Ngân hàng TMCP Sài Gòn ThươngTín - CN TP HCM,- Ngân hàng TMCP Sài Gòn ThươngTín - CN TP HCM,247.993.066.129,-,-,247.993.066.129,247993066129.0,,,247993066129.0
- Ngân hàng TMCP Quốc Dán - Sởgiao dịch,- Ngân hàng TMCP Quốc Dán - Sởgiao dịch,- Ngân hàng TMCP Quốc Dán - Sởgiao dịch,754.000.000,1.000.000.000,297.610.000,1.456.390.000,754000000.0,1000000000.0,297610000.0,1456390000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,(4.583.000.000),500.000.000.000,1.814.614.532,493.602.385.468,-4583000000.0,500000000000.0,1814614532.0,493602385468.0
Cộng,Cộng,Cộng,883.734.724.606,531.265.400.000,364.438.730.235,1.050.561.394.371,883734724606.0,531265400000.0,364438730235.0,1050561394371.0
Trong đó:- Vay dài hạn đến hạn trả trong vòng 1 năm,Trong đó:- Vay dài hạn đến hạn trả trong vòng 1 năm,Trong đó:- Vay dài hạn đến hạn trả trong vòng 1 năm,37.956.000.000,,,47.096.901.814,37956000000.0,,,47096901814.0
- Trái phiếu phát hành đến hạn,- Trái phiếu phát hành đến hạn,- Trái phiếu phát hành đến hạn,404.500.000,,,379.600.000,404500000.0,,,379600000.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,845.374.224.606,,,1.003.084.892.557,845374224606.0,,,1003084892557.0
