row_label_raw,row_label_full,Dư án Hoàng Nam,Giá trị theo hop đồng > 5.239.362.976.081,Giá trị đã ghi nhận > 3.067.127.770.524,VNDGiá trị cam kết còn lại > 2.172.235.205.557,numeric__Giá trị theo hop đồng > 5.239.362.976.081,numeric__Giá trị đã ghi nhận > 3.067.127.770.524,numeric__VNDGiá trị cam kết còn lại > 2.172.235.205.557
Dư án Cần Thơ,Dư án Cần Thơ,Dư án Cần Thơ,1.390.735.641.350,336.311.341.260,1.054.424.300.090,1390735641350.0,336311341260.0,1054424300090.0
Dư án Izumi,Dư án Izumi,Dư án Izumi,847.685.842.901,79.312.992.938,768.372.849.963,847685842901.0,79312992938.0,768372849963.0
Dư án Mizuki,Dư án Mizuki,Dư án Mizuki,229.109.661.121,126.770.891.927,102.338.769.194,229109661121.0,126770891927.0,102338769194.0
Dư án Paragon,Dư án Paragon,Dư án Paragon,214.306.560.000,16.044.456.000,198.262.104.000,214306560000.0,16044456000.0,198262104000.0
Dư án Southgate,Dư án Southgate,Dư án Southgate,193.163.294.625,129.471.926.611,63.691.368.014,193163294625.0,129471926611.0,63691368014.0
Khác,Khác,Khác,91.340.484.384,29.342.206.569,61.998.277.815,91340484384.0,29342206569.0,61998277815.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.205.704.460.462,3.784.381.585.829,4.421.322.874.633,8205704460462.0,3784381585829.0,4421322874633.0
