row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,422.924.497.669,444.306.298.499,422924497669.0,444306298499.0
"Đặt cọc, ký quỹ (i)","Ngắn hạn > Đặt cọc, ký quỹ (i)","Đặt cọc, ký quỹ (i)",269.797.594.274,268.627.673.193,269797594274.0,268627673193.0
Tạm ứng đề vốn góp,Ngắn hạn > Tạm ứng đề vốn góp,Tạm ứng đề vốn góp,170.000.000.000,90.000.000.000,170000000000.0,90000000000.0
"Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)","Ngắn hạn > Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)","Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)",58.048.417.932,49.079.207.300,58048417932.0,49079207300.0
Tạm ứng cho nhân viên cho các mục đíchkinh doanh khác,Ngắn hạn > Tạm ứng cho nhân viên cho các mục đíchkinh doanh khác,Tạm ứng cho nhân viên cho các mục đíchkinh doanh khác,26.464.096.832,25.222.794.880,26464096832.0,25222794880.0
Phải thu tiền lãi và lợi nhuận được chia,Ngắn hạn > Phải thu tiền lãi và lợi nhuận được chia,Phải thu tiền lãi và lợi nhuận được chia,31.105.621.355,24.250.608.655,31105621355.0,24250608655.0
Khác,Ngắn hạn > Khác,Khác,81.592.947.436,38.405.730.978,81592947436.0,38405730978.0
,,,1.059.933.175.498,939.892.313.505,1059933175498.0,939892313505.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Đặt cọc, ký quỹ","Dải hạn > Đặt cọc, ký quỹ","Đặt cọc, ký quỹ",13.300.991.868,10.633.048.718,13300991868.0,10633048718.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,1.073.234.167.366,950.525.362.223,1073234167366.0,950525362223.0
Dự phòng phải thu ngắn hạn khó đòi,Dải hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(21.397.850.830),(17.105.751.807),-21397850830.0,-17105751807.0
GIÁ TRỊ THUÀN,Dải hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.051.836.316.536,933.419.610.416,1051836316536.0,933419610416.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,822.829.611.534,797.883.470.592,822829611534.0,797883470592.0
Phải thu các bên liên quan (TM số 36),Trong đó: > Phải thu các bên liên quan (TM số 36),Phải thu các bên liên quan (TM số 36),229.006.705.002,135.536.139.824,229006705002.0,135536139824.0
