row_label_raw,row_label_full,Họ và tên,Chức vụ,col_2,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__col_2,numeric__Thu nhập,numeric__Thu nhập_1
Họ và tên,Họ và tên,Họ và tên,Chức vụ,,Năm nay,Năm trước,,,,
Ông Trần Xuân Ngọc,Họ và tên > Ông Trần Xuân Ngọc,Ông Trần Xuân Ngọc,"Tổng Giám đốc Tập đoàn kiểm Tổng Giám Đốc Nam Long Land và Giám đốc Điều hành Đơn vị Kinh Doanh Bất động sản (""ĐVKD"") Thương mại và Đầu tư mạo hiểm","Miễn nhiệm Tổng Giám đốc Nam Long Land từ ngày 1 tháng 4 năm 2023Bỗ nhiệm Giám đốc Điều hành, ĐVKDBDS Thương mại và Đầu tư mạo hiểm từ ngày 31 tháng 5 năm 2023",12.882.625.000,15.529.330.651,,,12882625000.0,15529330651.0
Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Họ và tên > Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Giám đốc Tài chính Giám đốc Đầu tư Tập đoàn Tổng Giám đốc Nam Long Land Kế toán Trường Tập đoàn Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,Bỗ nhiệm ngày 1 tháng 4 năm 2023,6.033.857.143,3.232.818.182,,,6033857143.0,3232818182.0
Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Họ và tên > Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Giám đốc Tài chính Giám đốc Đầu tư Tập đoàn Tổng Giám đốc Nam Long Land Kế toán Trường Tập đoàn Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,Bỗ nhiệm ngày 1 tháng 4 năm 2023,5.014.921.666,5.169.836.756,,,5014921666.0,5169836756.0
Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Họ và tên > Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Giám đốc Tài chính Giám đốc Đầu tư Tập đoàn Tổng Giám đốc Nam Long Land Kế toán Trường Tập đoàn Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,Bỗ nhiệm ngày 1 tháng 4 năm 2023,4.847.919.552,-,,,4847919552.0,
Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Họ và tên > Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Giám đốc Tài chính Giám đốc Đầu tư Tập đoàn Tổng Giám đốc Nam Long Land Kế toán Trường Tập đoàn Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,Bỗ nhiệm ngày 1 tháng 4 năm 2023,2.270.090.400,2.493.453.451,,,2270090400.0,2493453451.0
Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Họ và tên > Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Ông Nguyễn Huy ĐứcÔng Phạm Đình HuyÔng Văn Việt SơnÔng Nguyễn Quang ĐứcÔng Chai Cheng Huan,Giám đốc Tài chính Giám đốc Đầu tư Tập đoàn Tổng Giám đốc Nam Long Land Kế toán Trường Tập đoàn Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,Bỗ nhiệm ngày 1 tháng 4 năm 2023,Miễn nhiệm ngày 31 tháng 5 năm 2023,1.682.608.696,,,,1682608696.0
Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Họ và tên > Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Tổng Giám đốc Nam Long Land Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,-,-,2.950.277.377,,,,2950277377.0
Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Họ và tên > Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Tổng Giám đốc Nam Long Land Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,-,-,2.852.272.727,,,,2852272727.0
Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Họ và tên > Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Ông Nguyên Thanh SơnÔng Koh Mui Kwang,Tổng Giám đốc Nam Long Land Giám đốc Điều hành Đơn vị Kinh doanh Bất động sản Thương mại & Đầu tư Mạo hiểm,-,-,2.741.867.000,,,,2741867000.0
