row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Tạm ứng mua quyền sử dụng đất,Tạm ứng mua quyền sử dụng đất,Tạm ứng mua quyền sử dụng đất,310.336.873.289,397.980.807.858,310336873289.0,397980807858.0
- Công ty TNHH VSIP Hải Phòng,- Công ty TNHH VSIP Hải Phòng,- Công ty TNHH VSIP Hải Phòng,255.816.965.255,256.857.110.255,255816965255.0,256857110255.0
- Công ty TNHH Sản xuất Vật liệu Xây dựng Phú Đức,- Công ty TNHH Sản xuất Vật liệu Xây dựng Phú Đức,- Công ty TNHH Sản xuất Vật liệu Xây dựng Phú Đức,50.089.987.104,50.089.987.104,50089987104.0,50089987104.0
- Trung tâm phát triển Quỹ đất Cần Thơ,- Trung tâm phát triển Quỹ đất Cần Thơ,- Trung tâm phát triển Quỹ đất Cần Thơ,-,87.103.791.659,,87103791659.0
- Khác,- Khác,- Khác,4.429.920.930,3.929.918.840,4429920930.0,3929918840.0
Tạm ứng dịch vụ xây dựng và mua cổ phần,Tạm ứng dịch vụ xây dựng và mua cổ phần,Tạm ứng dịch vụ xây dựng và mua cổ phần,549.376.760.691,732.957.811.298,549376760691.0,732957811298.0
- Công ty Cổ phần Đầu tư Xây dựng Ricons,- Công ty Cổ phần Đầu tư Xây dựng Ricons,- Công ty Cổ phần Đầu tư Xây dựng Ricons,289.838.216.770,343.249.479.712,289838216770.0,343249479712.0
- Công ty TNHH Đầu tư Xây dựng Trung Tín,- Công ty TNHH Đầu tư Xây dựng Trung Tín,- Công ty TNHH Đầu tư Xây dựng Trung Tín,36.902.905.457,10.656.722.590,36902905457.0,10656722590.0
- Công ty TNHH Đầu tư Tân Hiệp,- Công ty TNHH Đầu tư Tân Hiệp,- Công ty TNHH Đầu tư Tân Hiệp,-,100.000.000.000,,100000000000.0
- Khác,- Khác,- Khác,222.635.638.464,279.051.608.996,222635638464.0,279051608996.0
Tạm ứng khác,Tạm ứng khác,Tạm ứng khác,106.681.375.021,101.322.225.941,106681375021.0,101322225941.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,966.395.009.001,1.232.260.845.097,966395009001.0,1232260845097.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Tạm ứng cho các nhà cung cấp khác,Trong đó: > Tạm ứng cho các nhà cung cấp khác,Tạm ứng cho các nhà cung cấp khác,958.089.022.604,1.132.106.405.097,958089022604.0,1132106405097.0
Tạm ứng cho bên liên quan (TM số 36),Trong đó: > Tạm ứng cho bên liên quan (TM số 36),Tạm ứng cho bên liên quan (TM số 36),8.305.986.397,100.154.440.000,8305986397.0,100154440000.0
