row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,15.078.468.067.413,13.769.578.919.067,,,15078468067413.0,13769578919067.0
310,310,310,I. Nợ ngắn hạn,,9.886.451.797.916,8.850.913.820.358,,,9886451797916.0,8850913820358.0
311,311,311,1. Phải trả người bản ngắn hạn,19,1.175.387.288.289,981.345.391.935,,19.0,1175387288289.0,981345391935.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,3.814.598.243.120,3.271.109.040.894,,20.0,3814598243120.0,3271109040894.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,248.641.773.834,326.797.594.881,,21.0,248641773834.0,326797594881.0
314,314,314,4. Phải trả người lao động,,47.947.581.321,37.821.578.051,,,47947581321.0,37821578051.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,945.641.237.461,921.674.055.649,,22.0,945641237461.0,921674055649.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,26,7.589.982.574,7.405.671.605,,26.0,7589982574.0,7405671605.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.132.321.847.642,1.362.284.968.332,,23.0,1132321847642.0,1362284968332.0
320,320,320,8. Vay ngắn hạn,24,2.402.078.188.940,1.804.070.814.139,,24.0,2402078188940.0,1804070814139.0
321,321,321,9. Dự phòng phải trả ngắn hạn,27,38.254.388.371,40.514.566.152,,27.0,38254388371.0,40514566152.0
322,322,322,"10.Quý khen thưởng, phúc lợi",25,73.991.266.364,97.890.138.720,,25.0,73991266364.0,97890138720.0
330,330,330,II. Nợ dài hạn,,5.192.016.269.497,4.918.665.098.709,,,5192016269497.0,4918665098709.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,26,259.701.132.847,354.459.090.724,,26.0,259701132847.0,354459090724.0
337,337,337,2. Phải trả dài hạn khác,23,120.647.666.831,121.408.898.440,,23.0,120647666831.0,121408898440.0
338,338,338,3. Vay dài hạn,24,3.705.383.528.606,3.375.233.283.030,,24.0,3705383528606.0,3375233283030.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,35.3,1.054.175.040.794,1.046.614.986.936,,353.0,1054175040794.0,1046614986936.0
342,342,342,5. Dự phòng phải trả dài hạn,27,52.108.900.419,20.948.839.579,,27.0,52108900419.0,20948839579.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,13.532.755.324.575,13.315.130.184.421,,,13532755324575.0,13315130184421.0
410,410,410,I. Vốn chủ sở hữu,,13.532.755.324.575,13.315.130.184.421,,,13532755324575.0,13315130184421.0
411,411,411,1. Vốn cổ phần,28.1,3.847.774.710.000,3.840.803.000.000,,281.0,3847774710000.0,3840803000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.847.774.710.000,3.840.803.000.000,,,3847774710000.0,3840803000000.0
412,412,412,2. Thặng dư vốn cổ phần,28.1,2.643.023.306.759,2.643.023.306.759,,281.0,2643023306759.0,2643023306759.0
418,418,418,3. Quý đầu tư phát triển,28.1,10.709.490.423,10.709.490.423,,281.0,10709490423.0,10709490423.0
420,420,420,4. Quý khác thuộc vốn chủ sở hữu,28.1,2.216.611.139,2.216.611.139,,281.0,2216611139.0,2216611139.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,28.1,2.879.491.549.444,2.493.257.204.347,,281.0,2879491549444.0,2493257204347.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,2.395.755.147.871,1.936.983.493.907,,,2395755147871.0,1936983493907.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,483.736.401.573,556.273.710.440,,,483736401573.0,556273710440.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,29,4.149.539.656.910,4.325.120.571.753,,29.0,4149539656910.0,4325120571753.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,28.611.223.391.988,27.084.709.103.488,,,28611223391988.0,27084709103488.0
