row_label_raw,row_label_full,col_0,col_1,col_2,col_3,col_4,VND,numeric__col_1,numeric__col_2,numeric__col_3,numeric__col_4,numeric__VND
Năm phát sinh,Năm phát sinh,Năm phát sinh,Có thể được chuyển thành chi phí lãi vay được trừ thuế đến năm,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày thuế phát sinh,Chi phí lãi vay chưa được trừ không còn được chuyển sang năm sau đến ngày 31/12/2023,Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31/12/2023,VND,,,,,
2023,Năm phát sinh > 2023,2023,2028,(i),254.694.273.267,-,254.694.273.267,2028.0,,254694273267.0,,254694273267.0
