row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VND Tổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,2.165.428.182.830,3.013.875.914.339,5.179.304.097.169,2165428182830.0,3013875914339.0,5179304097169.0
Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,Tiền thu từ đi vayvà trái phiếu,2.653.661.224.491,500.000.000.000,3.153.661.224.491,2653661224491.0,500000000000.0,3153661224491.0
Tiền chỉ trả nợ gốc vayvà trái phiếu,Tiền chỉ trả nợ gốc vayvà trái phiếu,Tiền chỉ trả nợ gốc vayvà trái phiếu,(1.786.604.240.536),(450.000.000.000),(2.236.604.240.536),-1786604240536.0,-450000000000.0,-2236604240536.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,(26.615.321.878),(26.615.321.878),,-26615321878.0,-26615321878.0
Phân bổ chỉ phí phát hànhtrải phiếu,Phân bổ chỉ phí phát hànhtrải phiếu,Phân bổ chỉ phí phát hànhtrải phiếu,,37.715.958.300,37.715.958.300,,37715958300.0,37715958300.0
Số cuối năm,Số cuối năm,Số cuối năm,3.032.485.166.785,3.074.976.550.761,6.107.461.717.546,3032485166785.0,3074976550761.0,6107461717546.0
