row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu %,Giá mua VND,Tỷ lệ sở hữu %,Giá mua VND,,,,,
Công ty TNHH Paragon Đại Phước (i),Tên công ty > Công ty TNHH Paragon Đại Phước (i),Công ty TNHH Paragon Đại Phước (i),Bất động sản,"75,00",1.251.778.695.316,"75,00",1.251.778.695.316,,75.0,1251778695316.0,75.0,1251778695316.0
Công ty Cổ phần NNH Mizuki (ii),Tên công ty > Công ty Cổ phần NNH Mizuki (ii),Công ty Cổ phần NNH Mizuki (ii),Bất động sản,"50,00",540.000.000.000,"50,00",750.000.000.000,,50.0,540000000000.0,50.0,750000000000.0
"Công ty TNHH Anabuki NL Housing Service Việt Nam (""Anabuki"") (iii)","Tên công ty > Công ty TNHH Anabuki NL Housing Service Việt Nam (""Anabuki"") (iii)","Công ty TNHH Anabuki NL Housing Service Việt Nam (""Anabuki"") (iii)",Bất động sản,"30,59",4.588.500.000,"30,59",834.000.000,,30.59,4588500000.0,30.59,834000000.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,1.796.367.195.316,,2.002.612.695.316,,,1796367195316.0,,2002612695316.0
