row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giám trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giám trong năm,numeric__VND Số cuối năm
Cá nhân 1,Cá nhân 1,Cá nhân 1,49.518.248.580,-,(10.000.000.000),39.518.248.580,49518248580.0,,-10000000000.0,39518248580.0
Cá nhân 2,Cá nhân 2,Cá nhân 2,32.500.000.000,-,(2.500.000.000),30.000.000.000,32500000000.0,,-2500000000.0,30000000000.0
Cá nhân 3,Cá nhân 3,Cá nhân 3,22.270.964.170,-,-,22.270.964.170,22270964170.0,,,22270964170.0
Cá nhân 4,Cá nhân 4,Cá nhân 4,-,14.500.000.000,-,14.500.000.000,,14500000000.0,,14500000000.0
Cá nhân 5,Cá nhân 5,Cá nhân 5,2.000.000.000,-,(2.000.000.000),-,2000000000.0,,-2000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,106.289.212.750,14.500.000.000,(14.500.000.000),106.289.212.750,106289212750.0,14500000000.0,-14500000000.0,106289212750.0
