row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,3.181.421.790.727,4.338.841.417.665,3181421790727.0,4338841417665.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán quyền sử dụng đất, căn hộ, nhà phố và biết thư","Trong đó: > Doanh thu bán quyền sử dụng đất, căn hộ, nhà phố và biết thư","Doanh thu bán quyền sử dụng đất, căn hộ, nhà phố và biết thư",2.887.198.132.566,4.083.268.046.078,2887198132566.0,4083268046078.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,221.229.268.349,203.782.354.433,221229268349.0,203782354433.0
Doanh thu từ dịch vụ xây dựng,Trong đó: > Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,45.228.296.672,31.861.871.777,45228296672.0,31861871777.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,27.766.093.140,19.929.145.377,27766093140.0,19929145377.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,3.181.421.790.727,4.338.841.417.665,3181421790727.0,4338841417665.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,2.722.669.496.287,4.178.206.650.760,2722669496287.0,4178206650760.0
Doanh thu với bên liên quan (TM số 36),Trong đó: > Doanh thu với bên liên quan (TM số 36),Doanh thu với bên liên quan (TM số 36),458.752.294.440,160.634.766.905,458752294440.0,160634766905.0
