row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,10.073.635.422.323,11.987.188.782.858,,,10073635422323.0,11987188782858.0
110,110,110,Tiền và các khoản tương đương tiền,3,983.991.724.703,733.868.550.839,,3.0,983991724703.0,733868550839.0
111,111,111,Tiền,,926.891.724.703,653.376.769.119,,,926891724703.0,653376769119.0
112,112,112,Các khoản tương đương tiền,,57.100.000.000,80.491.781.720,,,57100000000.0,80491781720.0
120,120,120,Đầu tư tài chính ngắn hạn,,251.569.818.437,447.713.546.612,,,251569818437.0,447713546612.0
121,121,121,Chứng khoán kinh doanh,4(a),9.353.176,9.353.176,,,9353176.0,9353176.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(b),251.560.465.261,447.704.193.436,,,251560465261.0,447704193436.0
130,130,130,Các khoản phải thu ngắn hạn,,1.643.105.453.491,2.091.465.026.340,,,1643105453491.0,2091465026340.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.185.217.537.568,1.720.152.672.676,,5.0,1185217537568.0,1720152672676.0
132,132,132,Trả trước cho người bán ngắn hạn,6,436.118.545.861,314.542.485.362,,6.0,436118545861.0,314542485362.0
136,136,136,Phải thu ngắn hạn khác,7(a),28.463.980.765,63.029.325.063,,,28463980765.0,63029325063.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(6.694.610.703),(6.259.456.761),,,-6694610703.0,-6259456761.0
140,140,140,Hàng tồn kho,8,6.581.144.708.756,7.896.369.016.191,,8.0,6581144708756.0,7896369016191.0
141,141,141,Hàng tồn kho,,6.871.491.372.468,8.316.704.122.290,,,6871491372468.0,8316704122290.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(290.346.663.712),(420.335.106.099),,,-290346663712.0,-420335106099.0
150,150,150,Tài sản ngắn hạn khác,,613.823.716.936,817.772.642.876,,,613823716936.0,817772642876.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),16.560.023.913,13.428.061.450,,,16560023913.0,13428061450.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15,597.263.693.023,804.344.581.426,,15.0,597263693023.0,804344581426.0
