row_label_raw,row_label_full,Ông Hồ Minh Quang - Tạm ứng,15.000.000.000,30.000.000.000,numeric__15.000.000.000,numeric__30.000.000.000
Bà Nguyễn Thị Ngọc Liên - Tạm ứng,Bà Nguyễn Thị Ngọc Liên - Tạm ứng,Bà Nguyễn Thị Ngọc Liên - Tạm ứng,228.512.000,195.000.000,228512000.0,195000000.0
Ông Võ Hoàng Vũ - Tạm ứng,Ông Võ Hoàng Vũ - Tạm ứng,Ông Võ Hoàng Vũ - Tạm ứng,-,15.000.000.000,,15000000000.0
Công ty TNHH Dae Myung Paper Việt Nam,Công ty TNHH Dae Myung Paper Việt Nam,Công ty TNHH Dae Myung Paper Việt Nam,1.732.301.478,239.428.475,1732301478.0,239428475.0
,,,16.960.813.478,45.434.428.475,16960813478.0,45434428475.0
