row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(9.915.942.267),2.199.604.503.744,-9915942267.0,2199604503744.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,(1.983.188.453),439.920.900.749,-1983188453.0,439920900749.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,-,-,,
Chi phí không được khấu trừ,Thu nhập không chịu thuế > Chi phí không được khấu trừ,Chi phí không được khấu trừ,260.112.855,227.513.735,260112855.0,227513735.0
U'u đãi thuế,Thu nhập không chịu thuế > U'u đãi thuế,U'u đãi thuế,-,(129.701.794.686),,-129701794686.0
Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,Thu nhập không chịu thuế > Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,1.723.075.598,-,1723075598.0,
Chi phí thuế TNDN,Thu nhập không chịu thuế > Chi phí thuế TNDN,Chi phí thuế TNDN,-,310.446.619.798,,310446619798.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,,,
Thuế TNDN - hiện hành (*),Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành (*),Thuế TNDN - hiện hành (*),-,310.446.619.798,,310446619798.0
Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,-,-,,
,,,-,310.446.619.798,,310446619798.0
