row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,2.828.562.351.595,2.980.107.774.178,,,2828562351595.0,2980107774178.0
210,210,210,Các khoản phải thu dài hạn,,2.310.962.017,6.500.000,,,2310962017.0,6500000.0
216,216,216,Phải thu dài hạn khác,7(b),2.310.962.017,6.500.000,,,2310962017.0,6500000.0
220,220,220,Tài sản cố định,,2.302.095.553.166,2.589.092.183.912,,,2302095553166.0,2589092183912.0
221,221,221,Tài sản cố định hữu hình,10(a),2.076.850.498.559,2.398.572.884.707,,,2076850498559.0,2398572884707.0
222,222,222,Nguyên giá,,4.660.891.052.716,4.637.862.740.171,,,4660891052716.0,4637862740171.0
223,223,223,Giá trị khấu hao lũy kế,,(2.584.040.554.157),(2.239.289.855.464),,,-2584040554157.0,-2239289855464.0
224,224,224,Tài sản cố định thuê tài chính,10(b),41.550.148.470,-,,,41550148470.0,
225,225,225,Nguyên giá,,41.899.309.383,-,,,41899309383.0,
226,226,226,Giá trị khấu hao lũy kế,,(349.160.913),-,,,-349160913.0,
227,227,227,Tài sản cố định vô hình,10(c),183.694.906.137,190.519.299.205,,,183694906137.0,190519299205.0
228,228,228,Nguyên giá,,223.116.045.808,223.116.045.808,,,223116045808.0,223116045808.0
229,229,229,Giá trị khấu hao lũy kế,,(39.421.139.671),(32.596.746.603),,,-39421139671.0,-32596746603.0
240,240,240,Tài sản dở dang dài hạn,,196.755.172.407,83.828.167.960,,,196755172407.0,83828167960.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,196.755.172.407,83.828.167.960,,11.0,196755172407.0,83828167960.0
250,250,250,Đầu tư tài chính dài hạn,,264.650.000.000,263.150.000.000,,,264650000000.0,263150000000.0
251,251,251,Đầu tư vào công ty con,4(c),256.470.000.000,254.970.000.000,,,256470000000.0,254970000000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(b),8.180.000.000,8.180.000.000,,,8180000000.0,8180000000.0
260,260,260,Tài sản dài hạn khác,,62.750.664.005,44.030.922.306,,,62750664005.0,44030922306.0
261,261,261,Chi phí trả trước dài hạn,9(b),62.750.664.005,44.030.922.306,,,62750664005.0,44030922306.0
270,270,270,TỔNG TÀI SẢN,,12.902.197.773.918,14.967.296.557.036,,,12902197773918.0,14967296557036.0
