row_label_raw,row_label_full,col_0,Tại ngày 1.1.2022 > Phải thu VND,Tại ngày 1.1.2022 > Phải nộp VND,Số phải nộp/phải thu trong năm VND,Số đã nộp/ đã cản trừ trong năm VND,Tại ngày 31.12.2022 > Phải thu VND,Tại ngày 31.12.2022 > Phải nộp VND,numeric__Tại ngày 1.1.2022 > Phải thu VND,numeric__Tại ngày 1.1.2022 > Phải nộp VND,numeric__Số phải nộp/phải thu trong năm VND,numeric__Số đã nộp/ đã cản trừ trong năm VND,numeric__Tại ngày 31.12.2022 > Phải thu VND,numeric__Tại ngày 31.12.2022 > Phải nộp VND
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,804.344.581.426,-,2.860.782.774.491,2.653.701.886.088,597.263.693.023,-,804344581426.0,,2860782774491.0,2653701886088.0,597263693023.0,
Thuế GTGT hàng bán trong nước,Thuế GTGT hàng bán trong nước,Thuế GTGT hàng bán trong nước,-,-,752.971.433.694,752.971.433.694,-,-,,,752971433694.0,752971433694.0,,
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,-,68.503.327.710,548.949.075.187,602.204.150.517,-,15.248.252.380,,68503327710.0,548949075187.0,602204150517.0,,15248252380.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,1.053.762.933,5.057.349.649,6.106.002.142,-,5.110.440,,1053762933.0,5057349649.0,6106002142.0,,5110440.0
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,-,110.446.619.798,-,110.446.619.798,-,-,,110446619798.0,,110446619798.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,1.928.656.363,16.931.437.012,18.318.909.259,-,541.184.116,,1928656363.0,16931437012.0,18318909259.0,,541184116.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,233.899.920,823.791.094,1.057.691.014,-,-,,233899920.0,823791094.0,1057691014.0,,
,,,804.344.581.426,182.166.266.724,4.185.515.861.127,4.144.806.692.512,597.263.693.023,15.794.546.936,804344581426.0,182166266724.0,4185515861127.0,4144806692512.0,597263693023.0,15794546936.0
