row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm > Triệu VND,Số phát sinh trong năm > Số phải nộp > Triệu VND,Số phát sinh trong năm > Số đã nộp > Triệu VND,Số dư cuối năm > Triệu VND,numeric__Số dư đầu năm > Triệu VND,numeric__Số phát sinh trong năm > Số phải nộp > Triệu VND,numeric__Số phát sinh trong năm > Số đã nộp > Triệu VND,numeric__Số dư cuối năm > Triệu VND
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,173,16.840,13.903,3.110,173.0,16840.0,13903.0,3110.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,51.624,182.797,178.637,55.784,51624.0,182797.0,178637.0,55784.0
"3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác",8.393,72.885,60.659,20.619,8393.0,72885.0,60659.0,20619.0
,,,60.190,272.522,253.199,79.513,60190.0,272522.0,253199.0,79513.0
