row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGẮN HẠN,,9.254.497.018.636,10.073.635.422.323,,,9254497018636.0,10073635422323.0
110,110,110,Tiền và các khoản tương đương tiền,3,755.703.204.365,983.991.724.703,,3.0,755703204365.0,983991724703.0
111,111,111,Tiền,,721.203.204.365,926.891.724.703,,,721203204365.0,926891724703.0
112,112,112,Các khoản tương đương tiền,,34.500.000.000,57.100.000.000,,,34500000000.0,57100000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,289.613.600.644,251.569.818.437,,,289613600644.0,251569818437.0
121,121,121,Chứng khoán kinh doanh,4(a),9.353.176,9.353.176,,,9353176.0,9353176.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(b),289.604.247.468,251.560.465.261,,,289604247468.0,251560465261.0
130,130,130,Các khoản phải thu ngắn hạn,,2.122.248.143.960,1.643.105.453.491,,,2122248143960.0,1643105453491.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.934.341.865.678,1.185.217.537.568,,5.0,1934341865678.0,1185217537568.0
132,132,132,Trả trước cho người bán ngắn hạn,6,175.189.906.315,436.118.545.861,,6.0,175189906315.0,436118545861.0
136,136,136,Phải thu ngắn hạn khác,7(a),20.164.189.343,28.463.980.765,,,20164189343.0,28463980765.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(7.447.817.376),(6.694.610.703),,,-7447817376.0,-6694610703.0
140,140,140,Hàng tồn kho,8,5.494.961.709.073,6.581.144.708.756,,8.0,5494961709073.0,6581144708756.0
141,141,141,Hàng tồn kho,,5.620.462.557.053,6.871.491.372.468,,,5620462557053.0,6871491372468.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(125.500.847.980),(290.346.663.712),,,-125500847980.0,-290346663712.0
150,150,150,Tài sản ngắn hạn khác,,591.970.360.594,613.823.716.936,,,591970360594.0,613823716936.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),16.481.919.430,16.560.023.913,,,16481919430.0,16560023913.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),575.488.441.164,597.263.693.023,,,575488441164.0,597263693023.0
