row_label_raw,row_label_full,Tên công ty,Nơi đăng ký hoạt động,"Ngành, nghề kinh doanh chính",Tỷ lệ sở hữu và quyền biểu quyết nấm giữ,Tỷ lệ sở hữu và quyền biểu quyết nấm giữ_1,numeric__Nơi đăng ký hoạt động,"numeric__Ngành, nghề kinh doanh chính",numeric__Tỷ lệ sở hữu và quyền biểu quyết nấm giữ,numeric__Tỷ lệ sở hữu và quyền biểu quyết nấm giữ_1
Tên công ty,Tên công ty,Tên công ty,Nơi đăng ký hoạt động,"Ngành, nghề kinh doanh chính",2023 %,2022 %,,,20.23,20.22
Công ty TNHH Một Thành Viên Ông thép Nam Kim,Công ty TNHH Một Thành Viên Ông thép Nam Kim,Công ty TNHH Một Thành Viên Ông thép Nam Kim,"Tỉnh Long An, Việt Nam","Sản xuất các loại tôn thép: tôn mạ màu, tôn mạ kẽm; kinh doanh sắt thép các loại.",100,100,,,100.0,100.0
Công ty TNHH MTV Ông thép Nam Kim Chu Lai (i),Công ty TNHH MTV Ông thép Nam Kim Chu Lai (i),Công ty TNHH MTV Ông thép Nam Kim Chu Lai (i),"Tỉnh Quảng Nam, Việt Nam","Sản xuất các loại tôn thép: tôn mạ màu, tôn mạ kẽm; kinh doanh sắt thép các loại.",100,100,,,100.0,100.0
Công ty TNHH Dae Myung Paper Việt Nam,Công ty TNHH Dae Myung Paper Việt Nam,Công ty TNHH Dae Myung Paper Việt Nam,"Tỉnh Bình Dương, Việt Nam","Sản xuất các loại tôn thép: tôn mạ màu, tôn mạ kẽm; kinh doanh sắt thép các loại.",100,100,,,100.0,100.0
Công ty TNHH MTV Tôn Nam Kim Phú Mỹ (ii),Công ty TNHH MTV Tôn Nam Kim Phú Mỹ (ii),Công ty TNHH MTV Tôn Nam Kim Phú Mỹ (ii),"Tỉnh Bà Rịa – Vũng Tàu, Việt Nam","Sản xuất các loại tôn thép: tôn mạ màu, tôn mạ kẽm; kinh doanh sắt thép các loại.",100,100,,,100.0,100.0
