row_label_raw,row_label_full,col_0,Tại ngày1.1.2023VND,TăngVND,GiảmVND,Nợ dài hạnđền hạn trảVND,Đánh giá chênhlệch tỷ giáVND,Tại ngày31.12.2023VND,numeric__Tại ngày1.1.2023VND,numeric__TăngVND,numeric__GiảmVND,numeric__Nợ dài hạnđền hạn trảVND,numeric__Đánh giá chênhlệch tỷ giáVND,numeric__Tại ngày31.12.2023VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),4.823.770.748.622,17.430.949.382.245,(17.535.875.875.454),-,(4.332.147.191),4.714.512.108.222,4823770748622.0,17430949382245.0,-17535875875454.0,,-4332147191.0,4714512108222.0
Thuế tài chính(Thuyết minh 17(c)),Thuế tài chính(Thuyết minh 17(c)),Thuế tài chính(Thuyết minh 17(c)),33.798.776.242,-,(33.798.776.242),3.072.616.017,-,3.072.616.017,33798776242.0,,-33798776242.0,3072616017.0,,3072616017.0
Vay bên liên quan(Thuyết minh 31(b)) (ii),Vay bên liên quan(Thuyết minh 31(b)) (ii),Vay bên liên quan(Thuyết minh 31(b)) (ii),-,493.000.000.000,(10.000.000.000),-,-,483.000.000.000,,493000000000.0,-10000000000.0,,,483000000000.0
,,,4.857.569.524.864,17.923.949.382.245,(17.579.674.651.696),3.072.616.017,(4.332.147.191),5.200.584.724.239,4857569524864.0,17923949382245.0,-17579674651696.0,3072616017.0,-4332147191.0,5200584724239.0
