row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.220.701.257.363,2.828.562.351.595,,,3220701257363.0,2828562351595.0
210,210,210,Khoản phải thu dài hạn,,5.500.000,2.310.962.017,,,5500000.0,2310962017.0
216,216,216,Phải thu dài hạn khác,7(b),5.500.000,2.310.962.017,,,5500000.0,2310962017.0
220,220,220,Tài sản cố định,,2.093.751.334.604,2.302.095.553.166,,,2093751334604.0,2302095553166.0
221,221,221,Tài sản cố định hữu hình,10(a),1.820.581.376.704,2.076.850.498.559,,,1820581376704.0,2076850498559.0
222,222,222,Nguyên giá,,4.745.031.904.603,4.660.891.052.716,,,4745031904603.0,4660891052716.0
223,223,223,Giá trị khấu hao lũy kế,,(2.924.450.527.899),(2.584.040.554.157),,,-2924450527899.0,-2584040554157.0
224,224,224,Tài sản cố định thuê tài chính,10(b),37.360.217.531,41.550.148.470,,,37360217531.0,41550148470.0
225,225,225,Nguyên giá,,41.899.309.383,41.899.309.383,,,41899309383.0,41899309383.0
226,226,226,Giá trị khấu hao lũy kế,,(4.539.091.852),(349.160.913),,,-4539091852.0,-349160913.0
227,227,227,Tài sản cố định vô hình,10(c),235.809.740.369,183.694.906.137,,,235809740369.0,183694906137.0
228,228,228,Nguyên giá,,283.878.135.808,223.116.045.808,,,283878135808.0,223116045808.0
229,229,229,Giá trị khấu hao lũy kế,,(48.068.395.439),(39.421.139.671),,,-48068395439.0,-39421139671.0
240,240,240,Tài sản dở dang dài hạn,,288.273.987.692,196.755.172.407,,,288273987692.0,196755172407.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,288.273.987.692,196.755.172.407,,11.0,288273987692.0,196755172407.0
250,250,250,Đầu tư tài chính dài hạn,,758.150.000.000,264.650.000.000,,,758150000000.0,264650000000.0
251,251,251,Đầu tư vào công ty con,4(c),754.970.000.000,256.470.000.000,,,754970000000.0,256470000000.0
255,255,255,Đầu tư nấm giữ đến ngày đáo hạn,4(b),3.180.000.000,8.180.000.000,,,3180000000.0,8180000000.0
260,260,260,Tài sản dài hạn khác,,80.520.435.067,62.750.664.005,,,80520435067.0,62750664005.0
261,261,261,Chi phí trả trước dài hạn,9(b),80.520.435.067,62.750.664.005,,,80520435067.0,62750664005.0
270,270,270,TỔNG TÀI SẢN,,12.475.198.275.999,12.902.197.773.918,,,12475198275999.0,12902197773918.0
