row_label_raw,row_label_full,col_0,2023VND,2023VND_1,numeric__2023VND,numeric__2023VND_1
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,62.750.664.005,44.030.922.306,62750664005.0,44030922306.0
Tăng,Tăng,Tăng,59.788.392.205,58.482.344.713,59788392205.0,58482344713.0
Phân bổ,Phân bổ,Phân bổ,(40.965.647.116),(39.762.603.014),-40965647116.0,-39762603014.0
Thanh lý,Thanh lý,Thanh lý,(1.052.974.027),-,-1052974027.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,80.520.435.067,62.750.664.005,80520435067.0,62750664005.0
