row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán thành phẩm,Doanh thu > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,18.038.732.923.850,22.617.899.226.185,18038732923850.0,22617899226185.0
Doanh thu khác,Doanh thu > Doanh thu khác,Doanh thu khác,388.007.420.694,523.019.942.274,388007420694.0,523019942274.0
,,,18.426.740.344.544,23.140.919.168.459,18426740344544.0,23140919168459.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(11.672.429.261),(21.032.668.381),-11672429261.0,-21032668381.0
Giảm giá hàng bán,Các khoản giảm trừ > Giảm giá hàng bán,Giảm giá hàng bán,(5.889.037),(12.374.095.413),-5889037.0,-12374095413.0
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(5.602.414.420),(11.189.010.389),-5602414420.0,-11189010389.0
,,,(17.280.732.718),(44.595.774.183),-17280732718.0,-44595774183.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu thuần về bán thành phẩm,Doanh thu thuần > Doanh thu thuần về bán thành phẩm,Doanh thu thuần về bán thành phẩm,18.021.452.191.132,22.573.303.452.002,18021452191132.0,22573303452002.0
Doanh thu thuần khác,Doanh thu thuần > Doanh thu thuần khác,Doanh thu thuần khác,388.007.420.694,523.019.942.274,388007420694.0,523019942274.0
,,,18.409.459.611.826,23.096.323.394.276,18409459611826.0,23096323394276.0
