row_label_raw,row_label_full,col_0,2023 > Giá gốc VND,2023 > Giá trị ghi sổ VND,2022 > Giá gốc VND,2022 > Giá trị ghi sổ VND,numeric__2023 > Giá gốc VND,numeric__2023 > Giá trị ghi sổ VND,numeric__2022 > Giá gốc VND,numeric__2022 > Giá trị ghi sổ VND
(i) Ngắn hạn,(i) Ngắn hạn,(i) Ngắn hạn,,,,,,,,
Tiền gửi có kỳ hạn (*),(i) Ngắn hạn > Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),289.604.247.468,289.604.247.468,251.560.465.261,251.560.465.261,289604247468.0,289604247468.0,251560465261.0,251560465261.0
(ii) Dài hạn,(ii) Dài hạn,(ii) Dài hạn,,,,,,,,
Trái phiếu (**),(ii) Dài hạn > Trái phiếu (**),Trái phiếu (**),3.180.000.000,3.180.000.000,8.180.000.000,8.180.000.000,3180000000.0,3180000000.0,8180000000.0,8180000000.0
