row_label_raw,row_label_full,Ngân hàng TMCP Ngoại thương Việt Nam > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TNHH Một thành viên HSBC (Việt Nam) > Ngân hàng TMCP Công thương Việt Nam,Loại tiền > USD > VND > USD > VND,31/12/2021 VND > 2.572.397.257.022 > 1.805.179.000.000 > 951.013.203.406 > 700.000.000.000 > 650.795.546.013 > 614.196.152.514,1/1/2021 VND > 1.288.216.460.411 > 2.472.083.397.624 > 92.915.079.460 > 2.900.887.994.637 > 85.000.000.000 > 2.220.523.000.000,numeric__Loại tiền > USD > VND > USD > VND,numeric__31/12/2021 VND > 2.572.397.257.022 > 1.805.179.000.000 > 951.013.203.406 > 700.000.000.000 > 650.795.546.013 > 614.196.152.514,numeric__1/1/2021 VND > 1.288.216.460.411 > 2.472.083.397.624 > 92.915.079.460 > 2.900.887.994.637 > 85.000.000.000 > 2.220.523.000.000
Ngân hàng BNP Paribas,Ngân hàng BNP Paribas,Ngân hàng BNP Paribas,VND,573.346.784.907,269.688.727.036,,573346784907.0,269688727036.0
Ngân hàng Citibank Việt Nam – Chi nhánh Hà Nội,Ngân hàng Citibank Việt Nam – Chi nhánh Hà Nội,Ngân hàng Citibank Việt Nam – Chi nhánh Hà Nội,VND,489.363.559.088,170.000.000.000,,489363559088.0,170000000000.0
Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,VND,453.000.000.000,-,,453000000000.0,
Ngân hàng ANZ,Ngân hàng ANZ,Ngân hàng ANZ,VND,396.000.000.000,-,,396000000000.0,
Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,Ngân Hàng MizuhoBank – Chi nhánh Hà Nội,USD,58.412.960.921,97.865.486.788,,58412960921.0,97865486788.0
Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,USD,-,481.506.797.665,,,481506797665.0
,,,,9.263.704.463.871,10.078.686.943.621,,9263704463871.0,10078686943621.0
