row_label_raw,row_label_full,col_0,31/12/2021VND,1/1/2021VND,numeric__31/12/2021VND,numeric__1/1/2021VND
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Tổng Công ty Dịch vụ Xăng dầu Petrolimex,Công ty con cấp 1 > Tổng Công ty Dịch vụ Xăng dầu Petrolimex,Tổng Công ty Dịch vụ Xăng dầu Petrolimex,15.398.293.090,18.207.824.353,15398293090.0,18207824353.0
Công ty TNHH MTV Petrolimex Lào,Công ty con cấp 1 > Công ty TNHH MTV Petrolimex Lào,Công ty TNHH MTV Petrolimex Lào,8.162.412.398,8.249.842.498,8162412398.0,8249842498.0
Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty con cấp 1 > Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,7.353.479.056,7.353.479.056,7353479056.0,7353479056.0
Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty con cấp 1 > Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,1.423.863.636,432.153.955.279,1423863636.0,432153955279.0
Công ty TNHH MTV Petrolimex Singapore,Công ty con cấp 1 > Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,1.082.369.418,203.338.145.460,1082369418.0,203338145460.0
Tổng Công ty Vận tải thủy Petrolimex,Công ty con cấp 1 > Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,-,70.046.575.000,,70046575000.0
Tổng Công ty Hóa dầu Petrolimex - CTCP,Công ty con cấp 1 > Tổng Công ty Hóa dầu Petrolimex - CTCP,Tổng Công ty Hóa dầu Petrolimex - CTCP,-,33.913.546.450,,33913546450.0
Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,Công ty con cấp 2,,
Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Công ty con cấp 2 > Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,-,181.521.000,,181521000.0
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,"Công ty liên doanh, liên kết > Tổng Công ty Cổ phần Bảo hiểm Petrolimex",Tổng Công ty Cổ phần Bảo hiểm Petrolimex,23.534.395.690,-,23534395690.0,
Ngân hàng TMCP Xăng dầu Petrolimex,"Công ty liên doanh, liên kết > Ngân hàng TMCP Xăng dầu Petrolimex",Ngân hàng TMCP Xăng dầu Petrolimex,3.799.027.397,3.907.616.438,3799027397.0,3907616438.0
Công ty TNHH Castrol BP-PETCO Việt Nam,"Công ty liên doanh, liên kết > Công ty TNHH Castrol BP-PETCO Việt Nam",Công ty TNHH Castrol BP-PETCO Việt Nam,-,50.000.000.000,,50000000000.0
Các bên liên quan khác,"Công ty liên doanh, liên kết > Các bên liên quan khác",Các bên liên quan khác,118.954.000,2.307.516.517,118954000.0,2307516517.0
,,,60.872.794.685,829.660.022.051,60872794685.0,829660022051.0
