row_label_raw,row_label_full,col_0,Giá trị ghi số và số có khả năng trả nợ,Giá trị ghi số và số có khả năng trả nợ_1,numeric__Giá trị ghi số và số có khả năng trả nợ,numeric__Giá trị ghi số và số có khả năng trả nợ_1
,,,2021VND,2020VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,10.078.686.943.621,8.671.847.401.759,10078686943621.0,8671847401759.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,53.307.861.795.714,50.126.859.504.308,53307861795714.0,50126859504308.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(54.076.610.305.678),(48.742.432.422.517),-54076610305678.0,-48742432422517.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(46.233.969.786),22.412.460.071,-46233969786.0,22412460071.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,9.263.704.463.871,10.078.686.943.621,9263704463871.0,10078686943621.0
