row_label_raw,row_label_full,Ông Đào Nam Hải > Ông Phạm Đức Thắng > Ông Trần Ngọc Năm,Tổng Giám đốc (từ ngày 1/3/2022) > Phó Tổng Giám đốc (đến ngày 28/2/2022) > Tổng Giám đốc (đến ngày 31/10/2021) > Phó Tổng Giám đốc > Phó Tổng Giám đốc phụ trách > (từ ngày 1/11/2022 đến ngày 28/2/2022),numeric__Tổng Giám đốc (từ ngày 1/3/2022) > Phó Tổng Giám đốc (đến ngày 28/2/2022) > Tổng Giám đốc (đến ngày 31/10/2021) > Phó Tổng Giám đốc > Phó Tổng Giám đốc phụ trách > (từ ngày 1/11/2022 đến ngày 28/2/2022)
Ông Lưu Văn Tuyền,Ông Lưu Văn Tuyền,Ông Lưu Văn Tuyền,Phó Tổng Giám đốc,
Ông Nguyễn Quang Dũng,Ông Nguyễn Quang Dũng,Ông Nguyễn Quang Dũng,Phó Tổng Giám đốc,
Ông Nguyễn Văn Sự,Ông Nguyễn Văn Sự,Ông Nguyễn Văn Sự,Phó Tổng Giám đốc,
Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Phó Tổng Giám đốc,
Ông Nguyễn Xuân Hùng,Ông Nguyễn Xuân Hùng,Ông Nguyễn Xuân Hùng,Phó Tổng Giám đốc,
Ông Nguyễn Sỹ Cường,Ông Nguyễn Sỹ Cường,Ông Nguyễn Sỹ Cường,Phó Tổng Giám đốc (từ ngày 1/1/2021),
