row_label_raw,row_label_full,Năm hết hiệu lực > 2027 > 2028 > 2029,Tình hình quyết toán > Chưa quyết toán,Số lô được khấu trừ VND > 138.992.237.540 > 202.899.278.652 > 266.916.303.208,numeric__Tình hình quyết toán > Chưa quyết toán,numeric__Số lô được khấu trừ VND > 138.992.237.540 > 202.899.278.652 > 266.916.303.208
2030,2030,2030,Chưa quyết toán,17.148.607.707,,17148607707.0
,,,,625.956.427.107,,625956427107.0
