row_label_raw,row_label_full,20. Vay,20. Vay_1,20. Vay_2,20. Vay_3,20. Vay_4,20. Vay_5,numeric__20. Vay_1,numeric__20. Vay_2,numeric__20. Vay_3,numeric__20. Vay_4,numeric__20. Vay_5
(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,(a) Vay ngắn hạn,,,,,
,,,1/1/2025Giá trị ghi số và số có khả năng trả nợ VND,Biến động trong năm,Biến động trong năm,Chênh lệch tỷ giá VND,31/12/2025Giá trị ghi số và số có khả năng trả nợ VND,,,,,
,,,1/1/2025Giá trị ghi số và số có khả năng trả nợ VND,Tăng VND,Giảm VND,Chênh lệch tỷ giá VND,31/12/2025Giá trị ghi số và số có khả năng trả nợ VND,,,,,
Vay ngắn hạn (*),(a) Vay ngắn hạn > Vay ngắn hạn (*),Vay ngắn hạn (*),530.643.324.293,1.575.220.687.356,(1.457.131.693.332),140.807.564,648.873.125.881,530643324293.0,1575220687356.0,-1457131693332.0,140807564.0,648873125881.0
Vay dài hạn đến hạn trả (Thuyết minh 20(b)),(a) Vay ngắn hạn > Vay dài hạn đến hạn trả (Thuyết minh 20(b)),Vay dài hạn đến hạn trả (Thuyết minh 20(b)),49.685.809.507,55.899.685.747,(50.893.032.704),1.796.746.437,56.489.208.987,49685809507.0,55899685747.0,-50893032704.0,1796746437.0,56489208987.0
,,,580.329.133.800,1.631.120.373.103,(1.508.024.726.036),1.937.554.001,705.362.334.868,580329133800.0,1631120373103.0,-1508024726036.0,1937554001.0,705362334868.0
(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,,,,,
,,,,Loại tiền,Lãi suất năm (%),31/12/2025 VND,1/1/2025 VND,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,USD,"3,1% - 3,2%",165.941.883.798,105.346.555.754,,,,165941883798.0,105346555754.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Hà Nội,VND,"4,1% - 6,3%",274.944.616.067,131.443.007.088,,,,274944616067.0,131443007088.0,
Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,USD,"3,2%",-,20.877.190.128,,,0.032,,20877190128.0,
Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Hoàng Mai,VND,"3,5% - 6,2%",191.486.780.141,150.371.190.912,,,,191486780141.0,150371190912.0,
Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hoàn Kiểm,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hoàn Kiểm,Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Hoàn Kiểm,VND,"4,1% - 4,4%",-,103.558.497.075,,,,,103558497075.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,USD,"3,2%",-,19.046.883.336,,,0.032,,19046883336.0,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,(*) Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Mỹ Đình,VND,"4,2 - 4,3%%",16.499.845.875,-,,,,16499845875.0,,
,,,,,648.873.125.881,530.643.324.293,,,,648873125881.0,530643324293.0,
