row_label_raw,row_label_full,col_0,Nămđáo hạn,31/12/2025VND,1/1/2025VND,numeric__Nămđáo hạn,numeric__31/12/2025VND,numeric__1/1/2025VND
Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,Phải thu về cho vay từ các công ty con,,,
Tổng Công ty Cổ phần Phong Phú (i),Phải thu về cho vay từ các công ty con > Tổng Công ty Cổ phần Phong Phú (i),Tổng Công ty Cổ phần Phong Phú (i),2035,160.160.958.306,516.330.778.160,2035.0,160160958306.0,516330778160.0
Tổng Công ty Cổ phần Dệt May Hà Nội (i),Phải thu về cho vay từ các công ty con > Tổng Công ty Cổ phần Dệt May Hà Nội (i),Tổng Công ty Cổ phần Dệt May Hà Nội (i),2035,210.123.618.875,210.948.093.238,2035.0,210123618875.0,210948093238.0
Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),Phải thu về cho vay từ các công ty con > Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),Tổng Công ty Cổ phần Dệt May Hòa Thọ (i),2035,206.893.183.109,207.704.982.228,2035.0,206893183109.0,207704982228.0
Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 1 (i),Phải thu về cho vay từ các công ty con > Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 1 (i),Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 1 (i),2035,130.139.353.259,130.649.988.600,2035.0,130139353259.0,130649988600.0
Công ty Cổ phần Dệt May Huế (i),Phải thu về cho vay từ các công ty con > Công ty Cổ phần Dệt May Huế (i),Công ty Cổ phần Dệt May Huế (i),2035,78.609.997.276,78.918.443.899,2035.0,78609997276.0,78918443899.0
Công ty TNHH MTV Dệt 8-3 (i),Phải thu về cho vay từ các công ty con > Công ty TNHH MTV Dệt 8-3 (i),Công ty TNHH MTV Dệt 8-3 (i),2035,73.490.367.441,73.778.725.851,2035.0,73490367441.0,73778725851.0
Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 1 (i),Phải thu về cho vay từ các công ty con > Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 1 (i),Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 1 (i),2035,58.220.770.411,58.449.214.835,2035.0,58220770411.0,58449214835.0
Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 2 (ii),Phải thu về cho vay từ các công ty con > Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 2 (ii),Công ty TNHH MTV Dệt Kim Đông Xuân– Khoản 2 (ii),2029,28.807.673.551,23.542.959.288,2029.0,28807673551.0,23542959288.0
Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 2 (iii),Phải thu về cho vay từ các công ty con > Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 2 (iii),Tổng Công ty Cổ phần Dệt May Nam Định– Khoản 2 (iii),2027,64.999.388.608,64.999.388.608,2027.0,64999388608.0,64999388608.0
,,,,1.011.445.310.836,1.365.322.574.707,,1011445310836.0,1365322574707.0
