row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm (%),Năm đáo hạn,31/12/2025 VND,1/1/2025 VND,numeric__Loại tiền,numeric__Lãi suất năm (%),numeric__Năm đáo hạn,numeric__31/12/2025 VND,numeric__1/1/2025 VND
Ngân hàng Phát triển Châu Á (i),Ngân hàng Phát triển Châu Á (i),Ngân hàng Phát triển Châu Á (i),USD,Thả nổi,2039,1.060.848.352.896,1.600.454.159.760,,,2039.0,1060848352896.0,1600454159760.0
Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 20(a)),,,,(56.489.208.987),(49.685.809.507),,,,-56489208987.0,-49685809507.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,1.004.359.143.909,1.550.768.350.253,,,,1004359143909.0,1550768350253.0
