row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,,5.831.694.468.118,5.774.880.223.404,400.0,,5831694468118.0,5774880223404.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,22,5.813.002.320.127,5.755.566.000.417,410.0,22.0,5813002320127.0,5755566000417.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,23,5.000.000.000.000,5.000.000.000.000,411.0,23.0,5000000000000.0,5000000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,30.361.932.352,30.361.932.352,412.0,,30361932352.0,30361932352.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,24,21.021.222.970,-,418.0,24.0,21021222970.0,
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,218.526.319.710,182.111.222.970,421.0,,218526319710.0,182111222970.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,-,25.751.884.031,,,,25751884031.0
- Lợi nhuận sau thuế năm nay,- Lợi nhuận sau thuế năm nay,- Lợi nhuận sau thuế năm nay,421b,,218.526.319.710,156.359.338.939,,,218526319710.0,156359338939.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,25,543.092.845.095,543.092.845.095,422.0,25.0,543092845095.0,543092845095.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,18.692.147.991,19.314.222.987,430.0,,18692147991.0,19314222987.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,27,18.692.147.991,19.314.222.987,432.0,27.0,18692147991.0,19314222987.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,7.937.315.803.629,8.283.713.006.169,440.0,,7937315803629.0,8283713006169.0
