row_label_raw,row_label_full,Ban Kiểm soát,Bà Trần Thị Thu Hằng,Trưởng ban,numeric__Bà Trần Thị Thu Hằng,numeric__Trưởng ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Đoàn Thị Thu Hương,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Đăng Thị Hồng Lê,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Nguyễn Thanh Lê,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Bùi Việt Phương,Thành viên(từ ngày 16/6/2025),,
