row_label_raw,row_label_full,col_0,1/1/2025 VND,Số đã nộp trong năm VND,Số đã được hoàn/ bù trừ trong năm VND,31/12/2025 VND,numeric__1/1/2025 VND,numeric__Số đã nộp trong năm VND,numeric__Số đã được hoàn/ bù trừ trong năm VND,numeric__31/12/2025 VND
Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,,,,
Thuế thu nhập doanh nghiệp,Thuế > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,660.960.646,-,-,660.960.646,660960646.0,,,660960646.0
Văn phòng,Thuế > Văn phòng,Văn phòng,660.960.646,-,-,660.960.646,660960646.0,,,660960646.0
Thuế GTGT hàng bán nội địa,Thuế > Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,456.000.000,-,(456.000.000),-,456000000.0,,-456000000.0,
Văn phòng,Thuế > Văn phòng,Văn phòng,456.000.000,-,(456.000.000),-,456000000.0,,-456000000.0,
"Tiền thuê đất, thuế đất","Thuế > Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất",-,1.333.413.383,-,1.333.413.383,,1333413383.0,,1333413383.0
Văn phòng,Thuế > Văn phòng,Văn phòng,-,1.034.858.218,-,1.034.858.218,,1034858218.0,,1034858218.0
Trung tâm Phát triển Sản phẩm và Kinh doanh Vinatex,Thuế > Trung tâm Phát triển Sản phẩm và Kinh doanh Vinatex,Trung tâm Phát triển Sản phẩm và Kinh doanh Vinatex,-,298.555.165,-,298.555.165,,298555165.0,,298555165.0
,,,1.116.960.646,1.333.413.383,(456.000.000),1.994.374.029,1116960646.0,1333413383.0,-456000000.0,1994374029.0
