row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm,31/12/2025VND > 334.598.697.430 > 144.171.224.213,1/1/2025VND > 274.187.600.718 > 72.223.708.136,numeric__31/12/2025VND > 334.598.697.430 > 144.171.224.213,numeric__1/1/2025VND > 274.187.600.718 > 72.223.708.136
Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,52.494.233.005,-,52494233005.0,
Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,Chuyển sang hàng tồn kho,(173.330.273.189),-,-173330273189.0,
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(20.492.066.611),(11.812.611.424),-20492066611.0,-11812611424.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(56.478.817),-,-56478817.0,
Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(220.929.285.987),-,-220929285987.0,
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(26.977.773.677),-,-26977773677.0,
Xóa sổ,Xóa sổ,Xóa sổ,(1.789.598.272),-,-1789598272.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,87.688.678.095,334.598.697.430,87688678095.0,334598697430.0
