row_label_raw,row_label_full,Tình trạng hồ sơ,Số hồ sơ,Nợ gốc,Nợ lãi,numeric__Số hồ sơ,numeric__Nợ gốc,numeric__Nợ lãi
"Hồ sơ đã khởi kiện, chuyển Tòa án","Hồ sơ đã khởi kiện, chuyển Tòa án","Hồ sơ đã khởi kiện, chuyển Tòa án","28,00",385.688.507.982,900.730.394.128,28.0,385688507982.0,900730394128.0
Hồ sơ tin dụng Tòa án đang thụ lý chưa có bản án,Hồ sơ tin dụng Tòa án đang thụ lý chưa có bản án,Hồ sơ tin dụng Tòa án đang thụ lý chưa có bản án,"22,00",338.553.737.199,845.199.084.192,22.0,338553737199.0,845199084192.0
Hồ sơ tin dụng Tòa án đang thụ lý có bản án,Hồ sơ tin dụng Tòa án đang thụ lý có bản án,Hồ sơ tin dụng Tòa án đang thụ lý có bản án,"2,00",12.202.850.582,50.000.046.906,2.0,12202850582.0,50000046906.0
Hồ sơ tin dụng Tòa án đã đình chỉ khởi kiện do hết hiệu lực - khởi kiện quyền đời nợ,Hồ sơ tin dụng Tòa án đã đình chỉ khởi kiện do hết hiệu lực - khởi kiện quyền đời nợ,Hồ sơ tin dụng Tòa án đã đình chỉ khởi kiện do hết hiệu lực - khởi kiện quyền đời nợ,"4,00",34.931.920.201,5.531.263.030,4.0,34931920201.0,5531263030.0
Hồ sơ tại cơ quan thi hành án,Hồ sơ tại cơ quan thi hành án,Hồ sơ tại cơ quan thi hành án,"149,00",336.755.243.169,1.203.870.195.067,149.0,336755243169.0,1203870195067.0
Hồ sơ đang thi hành án có TSTC (được thi hành án và bị thi hành án ),Hồ sơ đang thi hành án có TSTC (được thi hành án và bị thi hành án ),Hồ sơ đang thi hành án có TSTC (được thi hành án và bị thi hành án ),"8,00",42.890.764.794,117.391.883.257,8.0,42890764794.0,117391883257.0
Hồ sơ đang thi hành án có TSTC (được thi hành án),Hồ sơ đang thi hành án có TSTC (được thi hành án),Hồ sơ đang thi hành án có TSTC (được thi hành án),"40,00",282.812.808.055,707.603.450.830,40.0,282812808055.0,707603450830.0
Hồ sơ thi hành án không có tài sản thể chấp,Hồ sơ thi hành án không có tài sản thể chấp,Hồ sơ thi hành án không có tài sản thể chấp,"101,00",11.051.670.320,378.874.860.980,101.0,11051670320.0,378874860980.0
Hồ sơ chưa khởi kiện,Hồ sơ chưa khởi kiện,Hồ sơ chưa khởi kiện,"2,00",1.340.000.000,1.252.470.921,2.0,1340000000.0,1252470921.0
,,,"179,00",723.783.751.151,2.105.853.060.116,179.0,723783751151.0,2105853060116.0
