row_label_raw,row_label_full,Code,ASSETS,Notes,31/12/2024,01/01/2024,numeric__ASSETS,numeric__Notes,numeric__31/12/2024,numeric__01/01/2024
200,200,200,B. NON-CURRENT ASSETS,,"55,713,396,594,398","54,219,844,693,958",,,,
210,210,210,I. Long-term receivables,,"607,786,542,911","657,484,252,712",,,,
212,212,212,1. Long term advance to suppliers,V.04,"3,049,584,972","3,585,475,244",,,,
215,215,215,2. Long-term loan receivables,V.05,"787,511,137,957","798,339,917,201",,,,
216,216,216,3. Other long-term receivables,V.06,"214,871,963,977","223,466,914,989",,,,
219,219,219,4. Provision for bad debt- long term (*),,"(397,646,143,995)","(367,908,054,722)",,,,
220,220,220,II. Fixed assets,,"35,337,155,884,690","34,438,241,979,610",,,,
221,221,221,1. Tangible fixed assets,V.11,"35,216,722,037,923","34,325,967,725,476",,,,
222,222,222,- Cost,,"58,319,330,687,217","54,895,510,290,377",,,,
223,223,223,- Accumulated depreciation,,"(23,102,608,649,294)","(20,569,542,564,901)",,,,
224,224,224,2. Finance lease fixed assets,V.13,"975,132,667","697,064,068",,,,
225,225,225,- Cost,,"3,101,449,158","1,866,940,741",,,,
226,226,226,- Accumulated depreciation,,"(2,126,316,491)","(1,169,876,673)",,,,
227,227,227,3. Intangible fixed assets,V.12,"119,458,714,100","111,577,190,066",,,,
228,228,228,- Cost,,"217,248,371,299","203,375,045,062",,,,
229,229,229,-Accumulated amortisation,,"(97,789,657,199)","(91,797,854,996)",,,,
230,230,230,III. Investment properties,V.14,"1,286,697,181,872","1,344,022,245,376",,,,
231,231,231,- Cost,,"2,340,289,970,664","2,277,537,159,287",,,,
232,232,232,- Accumulated depreciation,,"(1,053,592,788,792)","(933,514,913,911)",,,,
240,240,240,IV. Long-term assets in progress,V.15,"9,067,120,273,522","10,774,411,544,433",,,,
241,241,241,1. Long-term work in progress,,"195,804,240,940","196,926,030,106",,,,
242,242,242,2. Construction in progress,,"8,871,316,032,582","10,577,485,514,327",,,,
250,250,250,V. Long-term investments,V.02,"2,687,592,909,120","2,956,531,742,936",,,,
252,252,252,"1. Investments in associates, joint ventures",,"2,258,208,135,808","2,184,436,484,097",,,,
253,253,253,2. Investments in other entities,,"358,702,878,861","360,702,878,861",,,,
254,254,254,3. Provision for long-term investments (*),,"(48,815,534,590)","(47,107,613,940)",,,,
255,255,255,4. Held-to-maturity investments,,"119,497,429,041","458,499,993,918",,,,
260,260,260,VI. Other long-term assets,,"6,727,043,802,283","4,049,152,928,891",,,,
261,261,261,1. Long-term prepaid expenses,V.09,"6,204,462,521,120","3,637,589,873,576",,,,
262,262,262,2. Deferred tax assets,V.16,"245,690,231,161","115,055,154,691",,,,
263,263,263,"3. Long-term substituted equipment, supplies and spare parts",,"108,625,965,905","105,873,272,385",,,,
269,269,269,4. Goodwill,V.17,"168,265,084,097","190,634,628,239",,,,
270,270,270,TOTAL ASSETS,,"83,383,682,512,004","78,062,093,620,098",,,,
