row_label_raw,row_label_full,No,Name,Registered office's address,Principal activities,Economic Benefit Ratio,numeric__Name,numeric__Registered office's address,numeric__Principal activities,numeric__Economic Benefit Ratio
9,9,9,Dong Nai Rubber Construction Joint Stock Company,"Road 1, Trung Tam Hamlet, Xuân Lập Commune, Long Khánh Town, Đồng Nai Province","Construction of civil, industrial, traffic, and irrigation works; production of building materials: ready-mixed concrete, hot-mix asphalt concrete, cement pipes, precast concrete components; agriculture and industrial products trading",26.91%,,,,26.91
10,10,10,Loc Thinh Joint Stock Company,"Nhon Trach 2 Industrial Park, Loc Khang, Hiep Phuoc Commune, Nhon Trach District, Dong Nai Province Lot K5, K6, K7, N9A Road, Dau Giay",Railway and road construction; traffic construction; real estate business; infrastructure development for industrial parks,32.59%,,,,32.59
11,11,11,V.R.G SA DO Rubber Yarn Joint Stock Company,"Industrial Park, Bau Ham 2 Commune, Thong Nhat District, Dong Nai Province",Production of artificial yarn; manufacturing of other rubber products.,49.06%,,,,49.06
12,12,12,Nam Tan Uyen Urban and Industrial Company Limited,"Long Thanh Farm Office, Zone 13, Long Duc Commune, Long Thanh District, Dong Nai Province",Real estate business; land use rights leasing; residential house construction; railway and road construction,8.46%,,,,8.46
13,13,13,Chu Pah Rubber Wood Processing Joint Stock Company,"Ia Khuol Industrial Park, Tan Lap Hamlet, Ia Khuol Commune, Chu Pah District, Gia Lai Province","Wood exploitation; production of wood products; production of products from bamboo, rattan, straw, and woven materials",34.32%,,,,34.32
14,14,14,Viet My Ha Tinh Agricultural Development Joint Stock Company,"16 Vo Liem Son, Ha Tinh City, Ha Tinh Province",Mining of chemical minerals and fertilizers; drainage and wastewater treatment; civil engineering construction,36.00%,,,,36.0
15,15,15,Vietnam-Laos Dau Tieng Rubber Joint Stock Company,"Area 3, Dau Tieng Town, Dàu Tiếng District, Binh Dương Province","Rubber planting, care, exploitation, and processing in Laos",49.00%,,,,49.0
16,16,16,VRG Long Thanh Investment and Development Joint Stock Company,"Lot E, Loc An Industrial Park, Binh Son, Binh Son Commune, Long Thanh District, Dong Nai Province",Infrastructure business,31.00%,,,,31.0
