row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,01/01/2024,01/01/2024_1,01/01/2024_2,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2
,,,Original cost,Adjustment according to the equity method,Fair value,Original cost,Adjustment according to the equity method,Fair value,,,,,,
02.2. Investment in affiliated companies and joint ventures,02.2. Investment in affiliated companies and joint ventures,02.2. Investment in affiliated companies and joint ventures,"2,028,396,287,412","229,811,848,396","2,258,208,135,808","2,028,396,287,412","156,040,196,685","2,184,436,484,097",,,,,,
Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,"48,139,152,723","27,766,024,899","75,905,177,622","48,139,152,723","27,844,944,524","75,984,097,247",,,,,,
Visorutex Rubber Science Research & Production Company Limited,Visorutex Rubber Science Research & Production Company Limited,Visorutex Rubber Science Research & Production Company Limited,"8,749,737,281","(5,118,963,193)","3,630,774,088","8,749,737,281","(4,140,742,811)","4,608,994,470",,,,,,
Binh Phuoc Infrastructure Construction Investment Joint Stock Company,Binh Phuoc Infrastructure Construction Investment Joint Stock Company,Binh Phuoc Infrastructure Construction Investment Joint Stock Company,"58,397,844,479","33,635,751,674","92,033,596,153","58,397,844,479","41,383,351,504","99,781,195,983",,,,,,
BOT DT.741 Road Business Joint Stock Company,BOT DT.741 Road Business Joint Stock Company,BOT DT.741 Road Business Joint Stock Company,"26,350,000,000","32,148,484,643","58,498,484,643","26,350,000,000","27,324,174,492","53,674,174,492",,,,,,
VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,"1,004,392,840,663","94,416,320,567","1,098,809,161,230","1,004,392,840,663","132,157,394,958","1,136,550,235,621",,,,,,
Ho Chi Minh City Rubber Joint Stock Company,Ho Chi Minh City Rubber Joint Stock Company,Ho Chi Minh City Rubber Joint Stock Company,"95,141,495,684","(69,327,385,997)","25,814,109,687","95,141,495,684","(73,453,060,149)","21,688,435,535",,,,,,
Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,"57,440,573,000","45,174,835,654","102,615,408,654","57,440,573,000","43,838,710,889","101,279,283,889",,,,,,
Dong Nai Rubber Construction Joint Stock Company,Dong Nai Rubber Construction Joint Stock Company,Dong Nai Rubber Construction Joint Stock Company,"9,768,852,055","(1,790,743,378)","7,978,108,677","9,768,852,055","(1,860,226,720)","7,908,625,335",,,,,,
Loc Thinh Joint Stock Company,Loc Thinh Joint Stock Company,Loc Thinh Joint Stock Company,"36,000,000,000","165,228,867","36,165,228,867","36,000,000,000","1,821,640,405","37,821,640,405",,,,,,
V.R.G SA DO Rubber Yarn Joint Stock Company,V.R.G SA DO Rubber Yarn Joint Stock Company,V.R.G SA DO Rubber Yarn Joint Stock Company,"150,850,230,247","(150,850,230,247)",-,"150,850,230,247","(240,396,655,672)","(89,546,425,425)",,,,,,
Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,"8,086,578,953","(349,479,308)","7,737,099,645","8,086,578,953","(1,245,526,795)","6,841,052,158",,,,,,
Viet My Ha Tinh Agricultural Development Joint Stock Company,Viet My Ha Tinh Agricultural Development Joint Stock Company,Viet My Ha Tinh Agricultural Development Joint Stock Company,"4,176,773,239","(257,064,767)","3,919,708,472","4,176,773,239","(257,064,767)","3,919,708,472",,,,,,
Nam Tan Uyen Urban and Industrial Company Limited,Nam Tan Uyen Urban and Industrial Company Limited,Nam Tan Uyen Urban and Industrial Company Limited,"80,000,000,000","(28,263,148)","79,971,736,852","80,000,000,000","(27,850,510)","79,972,149,490",,,,,,
Dau Tieng Vietnam-Laos Rubber Joint Stock Company,Dau Tieng Vietnam-Laos Rubber Joint Stock Company,Dau Tieng Vietnam-Laos Rubber Joint Stock Company,"368,345,953,553","91,832,378,454","460,178,332,007","368,345,953,553","49,542,192,043","417,888,145,596",,,,,,
Vietnam Rubber Industry Urban and Industrial Park Development Joint Stock Company,Vietnam Rubber Industry Urban and Industrial Park Development Joint Stock Company,Vietnam Rubber Industry Urban and Industrial Park Development Joint Stock Company,"39,527,694,282","132,394,953,678","171,922,647,960","39,527,694,282","153,508,915,293","193,036,609,575",,,,,,
VRG Long Thanh Investment and Development Joint Stock Company,VRG Long Thanh Investment and Development Joint Stock Company,VRG Long Thanh Investment and Development Joint Stock Company,"33,028,561,253",-,"33,028,561,253","33,028,561,253",-,"33,028,561,253",,,,,,
