row_label_raw,row_label_full,07. Share of profit or loss in joint ventures and associates,2024,2023,numeric__2024,numeric__2023
Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,"9,587,015,699","10,376,086,105",,
"Visorutex Rubber Scientific Research & Rubber Production Co., Ltd.","Visorutex Rubber Scientific Research & Rubber Production Co., Ltd.","Visorutex Rubber Scientific Research & Rubber Production Co., Ltd.","(978,210,455)","(717,602,839)",,
Binh Phuoc Infrastructure Construction Investment Joint Stock Company,Binh Phuoc Infrastructure Construction Investment Joint Stock Company,Binh Phuoc Infrastructure Construction Investment Joint Stock Company,"23,626,926,575","10,433,576,407",,
BOT Business of DT.741 Road Joint Stock Company,BOT Business of DT.741 Road Joint Stock Company,BOT Business of DT.741 Road Joint Stock Company,"6,759,945,225","9,545,645,219",,
VRG-Dongwha MDF Wood Joint Stock Company,VRG-Dongwha MDF Wood Joint Stock Company,VRG-Dongwha MDF Wood Joint Stock Company,"74,958,925,609","(290,250,248,363)",,
Ho Chi Minh City Rubber Joint Stock Company,Ho Chi Minh City Rubber Joint Stock Company,Ho Chi Minh City Rubber Joint Stock Company,"1,910,141,790","150,842,855",,
Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,"10,499,759,290","9,374,463,540",,
Dong Nai Rubber Construction Joint Stock Company,Dong Nai Rubber Construction Joint Stock Company,Dong Nai Rubber Construction Joint Stock Company,"353,007,700","338,416,338",,
Loc Thinh Joint Stock Company,Loc Thinh Joint Stock Company,Loc Thinh Joint Stock Company,"(36,411,538)","506,386,395",,
V.R.G SA DO Rubber Fiber Joint Stock Company,V.R.G SA DO Rubber Fiber Joint Stock Company,V.R.G SA DO Rubber Fiber Joint Stock Company,"(31,767,677,065)","(39,861,476,136)",,
Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,"966,683,116","87,350,054",,
Ho Nai Industrial Park Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company > Ho Nai Industrial Park Joint Stock Company,Ho Nai Industrial Park Joint Stock Company,"(412,638)","(42,875,464)",-412.638,
Dau Tieng Vietnam-Laos Rubber Joint Stock Company,Dau Tieng Vietnam-Laos Rubber Joint Stock Company,Dau Tieng Vietnam-Laos Rubber Joint Stock Company,"44,736,516,470","14,173,300,592",,
Vietnam Rubber Industry Urban and Industrial Park Development Joint Stoc,Vietnam Rubber Industry Urban and Industrial Park Development Joint Stoc,Vietnam Rubber Industry Urban and Industrial Park Development Joint Stoc,"21,268,937,058","67,636,479,691",,
,,,"161,885,146,836","(208,249,655,606)",,
