row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,31/12/2024_2,01/01/2024,01/01/2024_1,01/01/2024_2,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2
,,,Original cost,Provision,Fair value,Original cost,Provision,Fair value,,,,,,
02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),02. Financial Investment (continued),,,,,,
02.3. Investment in shares in other entities,02.3. Investment in shares in other entities,02.3. Investment in shares in other entities,"358,702,878,861","(48,815,534,590)","309,887,344,271","360,702,878,861","(47,107,613,940)","313,595,264,921",,,,,,
Vung Tau International Tourism Joint Stock Company,Vung Tau International Tourism Joint Stock Company,Vung Tau International Tourism Joint Stock Company,"3,850,000,000","(215,512,850)","3,634,487,150","3,850,000,000","(215,512,850)","3,634,487,150",,,,,,
EVN International Joint Stock Company,EVN International Joint Stock Company,EVN International Joint Stock Company,"44,118,073,392",-,"44,118,073,392","44,118,073,392",-,"44,118,073,392",,,,,,
Saigon Dong Ha Tourism Joint Stock Company,Saigon Dong Ha Tourism Joint Stock Company,Saigon Dong Ha Tourism Joint Stock Company,"13,877,341,956","(11,504,134,130)","2,373,207,826","13,877,341,956","(7,784,515,153)","6,092,826,803",,,,,,
Vietnam-Laos Power Joint Stock Company,Vietnam-Laos Power Joint Stock Company,Vietnam-Laos Power Joint Stock Company,"79,567,924,335",-,"79,567,924,335","79,567,924,335",-,"79,567,924,335",,,,,,
No.4 Irrigation Construction Corporation - JSC,No.4 Irrigation Construction Corporation - JSC,No.4 Irrigation Construction Corporation - JSC,"24,418,782,000","(5,581,048,286)","18,837,733,714","24,418,782,000","(4,829,492,440)","19,589,289,560",,,,,,
Joint Stock Company,Joint Stock Company,Joint Stock Company,"1,500,000,000","(1,418,084,760)","81,915,240","1,500,000,000","(1,116,653,096)","383,346,904",,,,,,
Company,Company,Company,"23,082,813,181","(23,082,813,181)",-,"23,082,813,181","(23,082,813,181)",-,,,,,,
Vinh Son Investment Joint Stock Company,Vinh Son Investment Joint Stock Company,Vinh Son Investment Joint Stock Company,"51,808,000,000","(6,482,007,482)","45,325,992,518","51,808,000,000","(9,546,693,319)","42,261,306,681",,,,,,
Company,Company,Company,"4,176,773,239","(531,933,901)","3,644,839,338","4,176,773,239","(531,933,901)","3,644,839,338",,,,,,
MB Real Estate Joint Stock Company,MB Real Estate Joint Stock Company,MB Real Estate Joint Stock Company,"600,000,000",-,"600,000,000","600,000,000",-,"600,000,000",,,,,,
Thanh Hoa Sugar Joint Stock Company,Thanh Hoa Sugar Joint Stock Company,Thanh Hoa Sugar Joint Stock Company,"4,897,408,624",-,"4,897,408,624","4,897,408,624",-,"4,897,408,624",,,,,,
Tuan Loc Quang Tri Joint Stock Company,Tuan Loc Quang Tri Joint Stock Company,Tuan Loc Quang Tri Joint Stock Company,"3,000,000,000",-,"3,000,000,000","3,000,000,000",-,"3,000,000,000",,,,,,
Wood Export Real Estate Rubber Corporation,Wood Export Real Estate Rubber Corporation,Wood Export Real Estate Rubber Corporation,"303,998,714",-,"303,998,714","303,998,714",-,"303,998,714",,,,,,
Phu Viet Tin Joint Stock Company,Phu Viet Tin Joint Stock Company,Phu Viet Tin Joint Stock Company,"12,500,000,000",-,"12,500,000,000","12,500,000,000",-,"12,500,000,000",,,,,,
Sai Gon VRG Investment Joint Stock Company,Sai Gon VRG Investment Joint Stock Company,Sai Gon VRG Investment Joint Stock Company,"91,001,763,420",-,"91,001,763,420","91,001,763,420",-,"91,001,763,420",,,,,,
Company,Company,Company,-,-,-,"2,000,000,000",-,"2,000,000,000",,,,,,
