row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế 31/12/2024,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế 31/12/2024
83,83,83,Công ty TNHH Phát triển Cao su C.R.C.K,"Xã Don Cam Pech, huyện San Dan, Tỉnh Kampong Thorn, Vương quốc Campuchia","Trồng, chăm sóc, khai thác và chế biến mủ cao su","100,00%",,,,1.0
84,84,84,Công ty Cổ phần Khu công nghiệp Tân Bình,"Xã Tân Bình, huyện Bắc Tân Uyên, tỉnh Bình Dương","Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật khu công nghiệp; Kinh doanh nhà ở, cho thuê văn phòng, nhà xưởng, nhà kho, bến bãi","59,64%",,,,0.5964
85,85,85,Công ty Cổ phần VRG Khải Hoàn,"Áp Cầu Sắt, xã Lai Hưng, huyện Bến Cát, tỉnh Bình Dương",Sản xuất găng tay y tế các loại,"51,04%",,,,0.5104
86,86,86,Công ty TNHH Cao su Bolikhamxay Hà Tĩnh,"Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào","Trồng, chăm sóc, khai thác và chế biến mủ cao su","100,00%",,,,1.0
87,87,87,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","Trồng, chăm sóc, khai thác và chế biến mủ cao su","60,00%",,,,0.6
88,88,88,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, nước Cộng hòa Dân chủ Nhân dân Lào","Trồng, chăm sóc, khai thác và chế biến mủ cao su","100,00%",,,,1.0
89,89,89,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia","Trồng, chăm sóc, khai thác và chế biến mủ cao su","100,00%",,,,1.0
90,90,90,Công ty Cổ phần Cao su Dầu Tiếng Lai Châu,"Khu 2, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu",Trồng cây cao su; Xây dựng nhà các loại; Khai thác quặng kim loại qui hiểm,"99,99%",,,,0.9998999999999999
91,91,91,Công ty TNHH Cao su Ea H’leo BM,"Tỉnh Ratanakiri, Vương quốc Campuchia","Trồng, chăm sóc, khai thác và chế biến mủ cao su","100,00%",,,,1.0
92,92,92,Công ty TNHH Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk","Trồng, chăm sóc, khai thác và chế biến mủ cao su","66,62%",,,,0.6662
