row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế 31/12/2024,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế 31/12/2024
73,73,73,Công ty TNHH Phát triển Cao su Phước Hòa Kampong Thơm,"Xã Boeung Lavea, huyện Santuk, tỉnh Kampong Thom, Vương quốc Campuchia","Trồng, chăm sóc, khai thác và chế biến mủ cao su","66,62%",,,,0.6662
74,74,74,Công ty Cổ phần Khu công nghiệp Bắc Đồng Phú,"Khu phố Bầu Kế, thị trấn Tân Phú, huyện Đồng Phú, tỉnh Bình Phước","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc di thuê; Trồng cây cao su; Xây dựng nhà các loại","45,38%",,,,0.45380000000000004
75,75,75,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,"Áp 3A, xã Minh Hưng, huyện Chơn Thành, tỉnh Bình Phước","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc di thuê; Trồng rừng và chăm sóc rừng; Xây dựng công trình kỹ thuật dân dụng khác","57,09%",,,,0.5709000000000001
76,76,76,Công ty Cổ phần Cao su Yên Bái,"Thôn 2, xã Tân Thịnh, Thành phố Yên Bái, Tỉnh Yên Bái",Trồng cây cao su và sơ chế mủ cao su,"99,79%",,,,0.9979
77,77,77,Công ty Cổ phần Cao su Dầu Tiếng Lào Cai,"Số nhà 186, đường Hoàng Liên, phường Cốc Lếu, TP. Lào Cai, tỉnh Lào Cai","Trồng, chăm sóc, khai thác và chế biến mủ cao su","89,12%",,,,0.8912
78,78,78,Công ty Cổ phần Cao su Krông Buk Ratanakiri,"Xã Ea Hồ, huyện Krông Buk, tỉnh Đắk Lắk","Đầu tư, chăm sóc, chế biến, tiểu thụ cao su; Đầu tư xây dựng cơ sở hạ tầng, xây dựng dân dụng; Mua bán xuất nhập khẩu cao su","100,00%",,,,1.0
79,79,79,Công ty Cổ phần Cao su Chư Prông Stung Treng,"Xã Ia Drăng, huyện Chư Prông, tỉnh Gia Lai","Trồng, chăm sóc, khai thác và chế biến mủ cao su","99,86%",,,,0.9986
80,80,80,Công ty Cổ phần Cao su Dầu Tiếng Kratie,"Số 33, Tổ 26, khu phố 2, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","Trồng, chăm sóc, khai thác và chế biến mủ cao su","95,00%",,,,0.95
81,81,81,Công ty Cổ phần Cao su Dầu Tiếng Campuchia,"Khu phố 2, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","Trồng, chăm sóc, khai thác và chế biến mủ cao su","97,99%",,,,0.9799
82,82,82,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,"Đường số 7, KCN Long Khánh, xã Bình Lộc, thị xã Long khách, tỉnh Đồng Nai","Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác; Khai thác gỗ; Cưa, xè, bảo gỗ và bảo quản gỗ; Sản xuất giường, tủ, bàn, ghế","69,00%",,,,0.69
