row_label_raw,row_label_full,07.01. Shortage of assets awaiting resolution,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
- Cash,- Cash,- Cash,6.752.880.559,6.552.663.359,6752880559.0,6552663359.0
"- Inventory, consignment","- Inventory, consignment","- Inventory, consignment",40.829.610.760,41.241.542.904,40829610760.0,41241542904.0
- Fixed assets,- Fixed assets,- Fixed assets,4.468.222.704,4.468.222.704,4468222704.0,4468222704.0
- Other assets,- Other assets,- Other assets,15.200.489.843,14.686.864.843,15200489843.0,14686864843.0
Total,Total,Total,67.251.203.866,66.949.293.810,67251203866.0,66949293810.0
