row_label_raw,row_label_full,15. Tài sản dở dang dài hạn,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
"- Chi phí SX, KD dở dang dài hạn","- Chi phí SX, KD dở dang dài hạn","- Chi phí SX, KD dở dang dài hạn",195.804.240.940,196.926.030.106,195804240940.0,196926030106.0
- Chi phí xây dựng cơ bản dở dang,- Chi phí xây dựng cơ bản dở dang,- Chi phí xây dựng cơ bản dở dang,8.871.316.032.582,10.577.485.514.327,8871316032582.0,10577485514327.0
+ Vườn cây cao su KTCB,+ Vườn cây cao su KTCB,+ Vườn cây cao su KTCB,7.212.605.340.632,8.773.472.369.139,7212605340632.0,8773472369139.0
+ Vườn cây khác,+ Vườn cây khác,+ Vườn cây khác,62.934.344.395,29.393.348.932,62934344395.0,29393348932.0
"+ Nhà máy, dây chuyển chế biến cao su","+ Nhà máy, dây chuyển chế biến cao su","+ Nhà máy, dây chuyển chế biến cao su",15.508.750.924,57.462.305.263,15508750924.0,57462305263.0
"+ Đường giao thông, đập thủy lợi","+ Đường giao thông, đập thủy lợi","+ Đường giao thông, đập thủy lợi",1.976.532.348,17.580.268.386,1976532348.0,17580268386.0
"+ Các công trình kiến trúc, cơ sở hạ tầng","+ Các công trình kiến trúc, cơ sở hạ tầng","+ Các công trình kiến trúc, cơ sở hạ tầng",711.871.018.525,768.834.960.256,711871018525.0,768834960256.0
+ Mua săm tài sản cố định,+ Mua săm tài sản cố định,+ Mua săm tài sản cố định,12.017.082.916,15.502.635.029,12017082916.0,15502635029.0
+ Chi phí xây dựng cơ bản dở dang khác,+ Chi phí xây dựng cơ bản dở dang khác,+ Chi phí xây dựng cơ bản dở dang khác,854.402.962.842,915.239.627.322,854402962842.0,915239627322.0
Cộng,Cộng,Cộng,9.067.120.273.522,10.774.411.544.433,9067120273522.0,10774411544433.0
