row_label_raw,row_label_full,Stt,Tên văn phòng đại diện,Địa chỉ,numeric__Tên văn phòng đại diện,numeric__Địa chỉ
1,1,1,Văn phòng đại diện tại Hà Nội,"56 Nguyễn Du, Quận Hai Bà Trung, TP. Hà Nội",,
2,2,2,Văn phòng đại diện tại Campuchia,"7B, 466 Street, Chamkamom District, Phnom Penh, Campuchia",,
3,3,3,Văn phòng đại diện tại Lào,"Vientiane, Lào",,
