row_label_raw,row_label_full,Sht,Tên công ty liên kết,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế,numeric__Tên công ty liên kết,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế
11,11,11,Công ty Cổ phần Chí sợi Cao su V.R.G SA DO,"Lô K5, K6, K7 Đường N9A, KCN Đầu Giấy, xã Bầu Hàm 2, huyện Thống Nhất, tỉnh Đồng Nai","Sản xuất sợi nhân tạo, sản xuất sản phẩm khác từ cao su","49,06%",,,,0.49060000000000004
12,12,12,Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,"Văn phòng Nông trường Long Thành, Khu 13, xã Long Đức, huyện Long Thành, tỉnh Đồng Nai","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê; Xây dựng nhà các loại; Xây dựng công trình đường sắt và đường bộ","8,46%",,,,0.08460000000000001
13,13,13,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,"Khu Công nghiệp Ia Khurol, thôn Tân Lập, xã Ia Khurol, huyện Chư Pãh, tỉnh Gia Lai","Khai thác gỗ; Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rom, rạ và vật liệu tốt bên","34,32%",,,,0.3432
14,14,14,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,"Số 16 Võ Liêm Sơn, TP. Hà Tĩnh, tỉnh Hà Tĩnh",Khai thác khoáng hoá chất và khoáng phân bón; Thoát nước và xử lý nước thải Xây dựng công trình kỹ thuật dân dụng,"36,00%",,,,0.36
15,15,15,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","Trồng, chăm sóc, khai thác, chế biến cao su tại Lào","49,00%",,,,0.49
16,16,16,Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,"Lô E, KCN Lộc An, Bình Sơn, Xã Bình Sơn, Huyện Long Thành, Tỉnh Đồng Nai",Kinh doanh cơ sở hạ tầng,"31,00%",,,,0.31
