row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024,Năm 2023,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,-,-,,,,
32,32,32,"2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-,-,,,,
33,32 > 33,33,3. Tiền thu từ di vay,,6.577.822.955.117,4.572.002.442.848,,,6577822955117.0,4572002442848.0
34,32 > 34,34,4. Tiền trả nợ gốc vay,,(6.118.940.467.694),(5.404.859.421.904),,,-6118940467694.0,-5404859421904.0
35,35,35,5. Tiền trả nợ gốc thuê tài chính,,-,-,,,,
36,35 > 36,36,"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(87.895.463.843),(87.893.800.763),,,-87895463843.0,-87893800763.0
40,35 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,370.987.023.580,(920.750.779.819),,,370987023580.0,-920750779819.0
50,35 > 50,50,Lưu chuyển tiền thuần trong năm (50 = 20+30+40),,187.670.432.686,1.240.753.908.836,,,187670432686.0,1240753908836.0
60,35 > 60,60,Tiền và tương đương tiền đầu năm,,5.564.089.010.514,4.370.292.544.522,,,5564089010514.0,4370292544522.0
61,35 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,27.096.219.994,(46.957.442.844),,,27096219994.0,-46957442844.0
70,35 > 70,70,Tiền và tương đương tiền cuối năm (70 = 50+60+61),,5.778.855.663.194,5.564.089.010.514,,,5778855663194.0,5564089010514.0
