row_label_raw,row_label_full,Main transactions with related parties during the period,Main transactions with related parties during the period_1,2024,2023,numeric__Main transactions with related parties during the period_1,numeric__2024,numeric__2023
,,,,VND,VND,,,
VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,Sale of goods and services,"1,237,959,081","49,073,402,360",,,
VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,VRG Dongwha MDF Wood Joint Stock Company,Purchase of goods and services,-,"13,162,085,988",,,
VRG Sa Do Rubber Yarn Joint Stock Company,VRG Sa Do Rubber Yarn Joint Stock Company,VRG Sa Do Rubber Yarn Joint Stock Company,Sale of goods and services,"52,132,750,000","30,586,231,325",,,
VRG Sa Do Rubber Yarn Joint Stock Company,VRG Sa Do Rubber Yarn Joint Stock Company,VRG Sa Do Rubber Yarn Joint Stock Company,Purchase of goods and services,"681,879,091","524,939,091",,,
Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Sale of goods and services,"28,121,651,259","22,028,786,000",,,
Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Ben Thanh Rubber Joint Stock Company,Purchase of goods and services,"2,099,727,960","1,502,641,000",,,
BOT DT.741 Road Business Joint Stock Company,BOT DT.741 Road Business Joint Stock Company,BOT DT.741 Road Business Joint Stock Company,Sale of goods and services,"71,763,491","131,022,769",,,
Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,Thong Nhat Joint Stock Company,Sale of goods and services,"30,297,778","2,520,000",,,
Visorutex Joint Venture Enterprise,Visorutex Joint Venture Enterprise,Visorutex Joint Venture Enterprise,Sale of goods and services,"49,692,000","177,120,000",,,
Vietnam - Laos Dau Tieng Rubber JSC,Vietnam - Laos Dau Tieng Rubber JSC,Vietnam - Laos Dau Tieng Rubber JSC,Sale of goods and services,"612,668,200","491,774,000",,,
Vietnam - Laos Dau Tieng Rubber JSC,Vietnam - Laos Dau Tieng Rubber JSC,Vietnam - Laos Dau Tieng Rubber JSC,Purchase of goods and services,"135,738,986,805","128,711,523,000",,,
Chu Pah Rubber Wood Processing Joint Stock Company,Vietnam - Laos Dau Tieng Rubber JSC > Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,Purchase of goods and services,-,"462,963",,,462.963
Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,Chu Pah Rubber Wood Processing Joint Stock Company,Income from the sale of disposed rubber trees.,"36,828,464,023","41,630,027,977",,,
