row_label_raw,row_label_full,No,Name,Registered office's address,Main activity,Economic Benefit Ratio,numeric__Name,numeric__Registered office's address,numeric__Main activity,numeric__Economic Benefit Ratio
42,42,42,Dong Phu Rubber Joint Stock Company,"Thuan Phu Commune, Dong Phu District, Binh Phuoc Province","Cultivation, processing agricultural and forestry products; Livestock farming; Chemicals, fertilizers, and rubber industries.",55.24%,,,,55.24
43,43,43,Tay Ninh Rubber Joint Stock Company,"Highway 22B, Hiep Thanh Commune, Go Dau District, Tay Ninh Province","Rubber cultivation, care, tapping, processing, and consumption.",60.00%,,,,60.0
44,44,44,Son La Rubber Joint Stock Company,"Group 11, Chieng Le Ward, Son La City, Son La Province","Rubber cultivation, care, tapping, and processing.",99.36%,,,,99.36
45,45,45,Dien Bien Rubber Joint Stock Company,"Team 19, Thanh Hung Commune, Dien Bien District, Dien Bien Province",Rubber tree cultivation and processing; Supporting rubber tree planting; Forestry; Livestock farming; Rubber products distribution.,100.00%,,,,100.0
46,46,46,Lai Chau Rubber Joint Stock Company,"Group 5, Doan Ket Ward, Lai Chau Town, Lai Châu Province",Rubber tree cultivation and processing; Supporting small plantation development; Forestry; Fertilizer distribution; Export-import business.,98.32%,,,,98.32
47,47,47,Sa Thay Rubber Joint Stock Company,"308E Phan Dinh Phung, Ngo May Ward, Kon Tum City, Kon Tum Province",Rubber tree cultivation and care.,95.36%,,,,95.36
48,48,48,Nghe An Rubber Development Investment Joint Stock Company,"17 Phan Dang Luu Street, Truong Thi Ward, Vinh City, Nghe An Province",Rubber cultivation; Processing raw rubber; Forestry care.,93.03%,,,,93.03
49,49,49,Tan Bien Kampongthom Rubber Joint Stock Company,"Group 8, Thanh Phu Hamlet, Tan Hiep Commune, Tan Châu District, Tay Ninh Province",Rubber tree cultivation and care.,99.07%,,,,99.07
50,50,50,Ba Ria Rubber Joint Stock Company,"Chau Duc District, Ba Ria-Vung Tau Province","Rubber cultivation, care, tapping, processing, and trading of natural rubber, Hotel and tourism services.",97.47%,,,,97.47
51,51,51,Phu Rieng Kratie Rubber Joint Stock Company,"Phu Nguyen Hamlet, Phu Rieng District, Binh Phuoc Province",Manufacturing other rubber products; planting and caring for forests; rubber tree cultivation.,70.00%,,,,70.0
52,52,52,VRG Phu Yen Joint Stock Company,"Tuy Hoa City, Phu Yen Province","Investment in the construction, management, operation, and business of electricity from hydropower plants. Investment in planting, exploiting, and processing rubber.",94.70%,,,,94.7
53,53,53,Tan Bien Rubber Joint Stock Company,"Tan Chau District, Tay Ninh Province","Cultivation, industrial chemical fertilizer and rubber production; manufacturing, business of agricultural materials and tools.",98.46%,,,,98.46
