row_label_raw,row_label_full,Năm 2024,Năm 2023,numeric__Năm 2023
1.062.410.381.744,1.062.410.381.744,1.062.410.381.744,938.116.125.729,938116125729.0
46.996.401.293,46.996.401.293,46.996.401.293,44.664.361.430,44664361430.0
19.449.686.959,19.449.686.959,19.449.686.959,20.968.405.447,20968405447.0
92.210.976.731,92.210.976.731,92.210.976.731,89.416.006.435,89416006435.0
46.592.733.528,46.592.733.528,46.592.733.528,57.050.263.154,57050263154.0
156.839.634.667,156.839.634.667,156.839.634.667,155.491.047.606,155491047606.0
270.096.922.121,270.096.922.121,270.096.922.121,19.370.425.460,19370425460.0
65.817.413.800,65.817.413.800,65.817.413.800,23.402.815.771,23402815771.0
564.688.259.305,564.688.259.305,564.688.259.305,515.970.660.923,515970660923.0
2.325.102.410.148,2.325.102.410.148,2.325.102.410.148,1.864.450.111.955,1864450111955.0
