row_label_raw,row_label_full,Code,ASSETS,Notes,31/12/2024,01/01/2024,numeric__ASSETS,numeric__Notes,numeric__31/12/2024,numeric__01/01/2024
100,100,100,A. CURRENT ASSETS,,"27,670,285,917,606","23,842,248,926,140",,,,
110,110,110,I. Cash and cash equivalents,V.01,"5,778,855,663,194","5,564,089,010,514",,,,
111,111,111,1. Cash,,"3,017,617,559,937","2,334,647,911,242",,,,
112,112,112,2. Cash equivalents,,"2,761,238,103,257","3,229,441,099,272",,,,
120,120,120,II. Short-term investments,V.02,"13,952,353,795,617","11,355,359,823,009",,,,
121,121,121,1. Held-for-trading securities,,"1,163,634,161","1,163,634,161",,,,
122,122,122,2. Provision for diminution in value of trading securities (*),,"(68,237,000)","(68,237,000)",,,,
123,123,123,3. Held to maturity investments,,"13,951,258,398,456","11,354,264,425,848",,,,
130,130,130,III. Current accounts receivables,,"2,539,074,723,889","2,546,020,285,787",,,,
131,131,131,1. Short-term accounts receivable from customers,V.03,"1,548,547,265,059","1,431,437,222,156",,,,
132,132,132,2. Short-term advances to suppliers,V.04,"354,480,392,462","429,506,912,582",,,,
135,135,135,3. Short-term loan receivables,V.05,"8,048,249,000","8,048,249,000",,,,
136,136,136,4. Other short-term receivables,V.06,"916,345,560,357","922,609,139,120",,,,
137,137,137,5. Provision for doubtful short-term receivables,,"(355,597,946,855)","(312,530,530,881)",,,,
139,139,139,6. Shortage of assets awaiting resolution,V.07.01,"67,251,203,866","66,949,293,810",,,,
140,140,140,IV. Inventories,V.08,"4,351,510,470,326","3,360,240,302,718",,,,
141,141,141,1. Inventories,,"4,373,924,132,656","3,388,137,574,911",,,,
149,149,149,2. Provision for obsolete inventories (*),,"(22,413,662,330)","(27,897,272,193)",,,,
150,150,150,V. Other current assets,,"1,048,491,264,580","1,016,539,504,112",,,,
151,151,151,1. Short-term prepaid expenses,V.09,"77,300,511,797","69,180,592,590",,,,
152,152,152,2. Value-added tax deductible,,"566,535,714,641","527,300,614,290",,,,
153,153,153,3. Tax and others receivables from the State,V.10,"404,655,038,142","420,058,297,232",,,,
