row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,340.027.591.386,355.324.469.569,340027591386.0,355324469569.0
Phải thu khách hàng mua mù cao su xuất khẩu,Phải thu khách hàng mua mù cao su xuất khẩu,Phải thu khách hàng mua mù cao su xuất khẩu,461.338.404.261,211.554.771.809,461338404261.0,211554771809.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",370.243.993.816,391.614.955.000,370243993816.0,391614955000.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,143.345.227.163,160.479.249.833,143345227163.0,160479249833.0
"Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ",4.353.434.118,3.362.486.744,4353434118.0,3362486744.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",47.922.641.906,54.021.902.237,47922641906.0,54021902237.0
"Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình",570.964.000,942.045.250,570964000.0,942045250.0
Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,-,4.166.068,,4166068.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",71.946.143.755,44.755.217.323,71946143755.0,44755217323.0
Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,1.996.652.653,4.500.000,1996652653.0,4500000.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",106.802.212.001,209.373.458.323,106802212001.0,209373458323.0
Cộng,Cộng,Cộng,1.548.547.265.059,1.431.437.222.156,1548547265059.0,1431437222156.0
